,Revenue,Revenue Growth,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBIT Margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Assets,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,assetTurnover,currentRatio,quickRatio,cashRatio,operatingCashFlowPerShare,cashPerShare,Operating Cash Flow per Share,Cash per Share,Shareholders Equity per Share,Income Quality,Tangible Asset Value,Net Current Asset Value,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Diluted Growth,Operating Cash Flow growth,Asset Growth,SG&A Expenses Growth,Sector,Class,2019 PRICE VAR [%]
JD,33676258073.006508,0.2209,9544664688.8567,6756044999.99999,9923699565.8466,-179996704.444436,-226262560.0,-221511580.0,-222508520.0,-0.2518,-0.2518,425283487.5543,416483745.0072,0.1428,-0.0026,629495079.5948,-168192723.08,-221183420.0,-0.0045,-0.0054,5427215340.0868,6114921562.9522,15174497684.5152,3999500723.589,30269878002.8944,17490884949.3488,19151478002.8944,-1842900320.0000002,8649923733.7192,350995079.5948,5226693053.5456,804635890.0145,3021913458.7554,-2699700000.0,-3774094356.0058,1498669999.9999878,933075000.0000002,-51704052.0984,2.208878516337,0.1256,0.48711474816964,0.31028820758945,36.054813999999666,81.25222199999806,36.054813999999666,81.25222199999806,195.0318499999994,-7.184096,27067123589.0014,-3976980318.3792,-21.367266,0.2427,-2.2183,-2.0015,-5.416384000000001,-5.0,-5.0,-0.0536,-0.2556,0.0881,0.2002,Technology,1,65.63234031044496
NOK,25934482758.6207,-0.0667,9708045977.0115,3980459770.1149,9290804597.7011,417241379.3103,-226262560.0,-221511580.0,-222508520.0,-0.069,-0.069,1248940072.2799969,1250737344.2399998,0.3743,-0.0162,-122512180.0,-168192723.08,-68965.5172,-0.0162,-0.0246,5799200000.000004,8050877011.494213,20995402298.8506,2057471264.3678,45421839080.4598,16211494252.8736,27754022988.5057,-1220689655.1724,17573563218.3908,3544701149.4253,8558620689.6552,0.0,936781609.1954,-671264367.8161,-362068965.5172,-1113793103.4483,-821100000.0,265517241.3793,0.5709694561834101,1.4885,0.8488372093023199,0.44391661939875,0.1215,0.9334,0.1215,0.9334,2.2792,-1.4711,35301149425.2874,-6758620689.6551,-0.0871,-0.1151,0.3599,-0.4284,0.6399,0.7789,0.7789,-0.07391600000000001,-0.7133,-0.0777,-0.0828,Technology,0,-34.002130984551
TWTR,3042359000.0,0.2452,2077362000.0,1070179000.0,1624037000.0,453325000.0,423544000.0,1205596000.0,1205596000.0,1.6,1.56,761250269.0,754326000.0,0.6828,0.1828,981648000.0,556150000.0,1205596000.0,0.1392,0.3963,1894444000.0,6209401000.0,7111036000.0,885078000.0,10162572000.0,1516311000.0,3356978000.0,-1454073000.0,6805594000.0,112935000.0,405751000.0,425498000.0,1339711000.0,-470864000.0,-2055513000.0,978116000.0,262314000.0,868847000.0,0.2993689983205,4.69,4.615214820706299,1.2493769418015,1.776,2.5114,1.776,2.5114,9.0221,1.1112,8890278000.0,764520400.0000002,-0.6242,0.3131,4.492106,3.722499999999971,7.156111,6.346638000000011,6.252855999999998,0.0546,0.6118,0.371,0.0688,Technology,1,11.246094519884725
AVGO,20848000000.0,0.1821,10733000000.0,1056000000.0,5598000000.0,5135000000.0,4175000000.0,3743699999.999985,3814549441.624353,8.789599999999982,8.56,413446755.0,418000000.0,0.5148,0.2304,7233379999.999997,4803000000.0,3821023422.167106,0.2003,0.5108659999999998,4292000000.0,4292000000.0,9107000000.0,2635000000.0,50124000000.0,2338000000.0,23467000000.0,3487000000.0,24718950000.000004,366000000.0,1527000000.0,2067260000.0000002,6379931724.1378975,-396000000.0,-4674000000.0,-3570100000.0000005,-821100000.0,4533185999.999979,0.41592849732663,3.895,3.2579127459367,1.8357570573139,21.244,10.2679,21.244,10.2679,63.7727,0.7244,12449000000.0,-14360000000.0,-0.9474,0.2614,1.2022,1.1548,6.2453,6.0167,6.0746,0.0238,0.3555,-0.0789,0.3418,Technology,1,29.443615891074447
AMAT,17253000000.0,0.1868,7817000000.0,1002000000.0,3021000000.0,4796000000.0,4472900000.000006,3313000000.0,3313000000.0,3.27,3.23,982990521.0,1013000000.0,0.4531,0.2856,5385000000.0,4928000000.0,3313000000.0,0.2721,0.192,3440000000.0,4030000000.0,10604000000.0,1407000000.0,17633000000.0,3922000000.0,10788000000.0,19512400000.000008,6845000000.0,530000000.0,1201000000.0,457000000.0,3787000000.0,-622000000.0,313054999.9999998,-3570100000.0000005,-821100000.0,3165000000.0,0.97844949810015,2.704,1.6198368179499998,0.87710351861295,3.7384,3.3959,3.7384,3.3959,6.7572,1.1431,14052000000.0,-184000000.0,-0.614,0.1967,0.2543,0.2399,-0.0352,0.0219,0.0189,-0.0535,-0.0005,-0.092,0.1258,Technology,1,85.65883117085035
ZNGA,907208000.0,0.0532,602550000.0,325465000.0,595788000.0,6762000.0,26463000.0,15457000.0,15457000.0,0.02,0.02,861881814.0,862460000.0,0.6642,0.0292,68520000.0,26463000.0,15457000.0,0.0292,0.017,579996000.0,616228000.0,747277000.0,266557000.0,2146703000.0,479834000.0,550093000.0,-1789664000.0,1596610000.0,39419000.0,353023000.0,42057000.0,168240000.0,-11436000.0,18981000.0,-8308000.0,174319000.0,156804000.0,0.4226052695692,1.557,1.475214344961,1.208743023629,0.1951,0.6725,0.1951,0.6725,1.8512,9.225167999999993,1093916000.0,197184000.0,-0.0133,0.0002,-0.2959,-0.7371,-0.4198,-0.3333,-0.3333,-0.0084,0.7827,0.0846,0.0149,Technology,1,53.76884060879406
XOM,33676258073.006508,0.1876,15970500000.0,6756044999.99999,10918299999.999996,5184800000.000001,4472900000.000006,3743699999.999985,3814549441.624353,4.88,4.88,1248940072.2799969,1250737344.2399998,0.3493,0.1073,7233379999.999997,5175667817.2588825,3821023422.167106,0.1047,0.0718,3042000000.0,3042000000.0,22935184711.98408,19858844600.000008,109241000000.0,27167699999.999996,69270934340.99806,19512400000.000008,24718950000.000004,1272000000.0,2612000000.0,2067260000.0000002,6379931724.1378975,-2699700000.0,-4963626553.036363,-3570100000.0000005,-135000000.0,4533185999.999979,0.8382881373557199,0.84,0.4855437712205501,0.053239525359656,8.5063,0.7185,8.5063,0.7185,45.3006,1.7281,75467350920.85007,-42405411219.38778,-4.6233,0.1782,0.6271,0.6456,0.0573,0.054000000000000006,0.054000000000000006,0.0033,0.1978,-0.0072,0.078,Energy,1,4.9247933385599545
QCOM,22611000000.0,0.0159,12367000000.0,2986000000.0,10918299999.999996,621000000.0,392000000.0,-221511580.0,-222508520.0,-3.39,-3.39,1248940072.2799969,1250737344.2399998,0.5469,0.0513,2721000000.0,1160000000.0,-221183420.0,0.0173,-0.2195,5799200000.000004,8050877011.494213,17384000000.0,2975000000.0,32718000000.0,11389000000.0,31911000000.0,542000000.0,807000000.0,699000000.0,8559000000.0,1561000000.0,3908000000.0,-784000000.0,313054999.9999998,-3570100000.0000005,-821100000.0,3124000000.0,0.6910874747845199,1.526,1.3163578891913,1.0340679603126,2.6712,8.0499,2.6712,8.0499,0.5516,-0.7873,23265000000.0,-14527000000.0,-0.5359,-0.0079,-0.6669,-0.7594,-3.0303,-3.0422,-3.0671,-0.0181,-0.2186,-0.37505,0.1234,Technology,1,59.391731754533474
VIPS,12232119826.3386,0.1099,2470183357.453,855952098.4081,2119805209.8408,350378147.6122,390071056.4399,308073371.9247,308073371.9247,0.4657,0.4518,18990874.8191,19141267.2938,0.2019,0.0338,531587120.1158,413188856.7294,308751374.8191,0.0319,0.0252,1452745586.1071,1833659768.4515,3954506078.1476,1234657452.9667,6304292764.11,3754842112.8799,3813584659.9132,1144340955.1375,2498091895.8032,17493921.8524,1110905788.712,118398263.3864,831512011.5774,-519262952.2431,-968713748.191,84944717.8003,-26558610.7091,312249059.3343,1.9402842291804,0.1524,0.84627941484067,0.38689924700798,36.054813999999666,81.25222199999806,36.054813999999666,81.25222199999806,180.3596,2.6991,5637752677.2793,140921418.2344,-21.367266,0.003,0.0284,-0.1384,0.0454,-0.0714,-0.0625,0.0669,4.596855000000002,0.0981,0.0436,Consumer Defensive,1,160.00001049916713
CSCO,33676258073.006508,0.0276,15970500000.0,6756044999.99999,10918299999.999996,5184800000.000001,4472900000.000006,110000000.0,110000000.0,0.02,0.02,1248940072.2799969,1250737344.2399998,0.6204,0.2834,7233379999.999997,5175667817.2588825,110000000.0,0.2643,0.0022,5799200000.000004,8050877011.494213,22935184711.98408,3006000000.0,108784000000.0,27035000000.0,65580000000.0,1233000000.0,24718950000.000004,-72020900.00000004,15393603099.999842,2067260000.0000002,6379931724.1378975,-775000000.0,313054999.9999998,-3570100000.0000005,-821100000.0,4533185999.999979,0.45346742167966,2.287,2.2908452006658,0.33046051414833,2.8253,1.847,2.8253,1.847,8.932,9.225167999999993,74526000000.0,-3743000000.0,-0.1602,0.0126,0.0634,0.0281,-0.9886,-0.9896,-0.9895,-0.0333,-0.0151,-0.162,0.0187,Technology,1,14.819570082879045
AXP,33676258073.006508,0.0841,15970500000.0,6756044999.99999,10918299999.999996,5184800000.000001,4472900000.000006,3743699999.999985,3814549441.624353,7.93,7.91,854261803.0,856000000.0,1.0,0.2196,7233379999.999997,5175667817.2588825,3821023422.167106,0.2196,0.1871,5799200000.000004,8050877011.494213,22935184711.98408,4416000000.0,109241000000.0,27167699999.999996,69270934340.99806,12499000000.0,22290000000.0,3997989999.999998,15393603099.999842,1293000000.0,6379931724.1378975,-1310000000.0,-4963626553.036363,1498669999.9999878,-821100000.0,4533185999.999979,0.19610608583154,1.8204959239852,1.1676852275022,0.29169810919681,10.4322,32.0619,10.4322,32.0619,26.0397,1.2903,75467350920.85007,764520400.0000002,-1.5304,0.0841,0.0939,0.0939,1.5186,1.6433,1.6455,-0.0305,-0.3405,0.0409,0.0889,Financial Services,1,32.01876328800341
BMY,22561000000.0,0.0859,15970500000.0,4551000000.0,10046000000.0,5184800000.000001,4472900000.000006,3743699999.999985,3814549441.624353,3.01,3.01,1248940072.2799969,1250737344.2399998,0.7098,0.2633,6578000000.0,5175667817.2588825,3821023422.167106,0.2633,0.2181,5799200000.000004,8050877011.494213,17160000000.0,5027000000.0,34986000000.0,10654000000.0,20859000000.0,19512400000.000008,14031000000.0,1116000000.0,7059000000.0,637000000.0,5940000000.0,-951000000.0,-874000000.0,-3535000000.0,933075000.0000002,4533185999.999979,0.64485794317727,1.611,1.3937488267317,0.64867655340717,3.6393,4.2342,3.6393,4.2342,8.5964,1.2073,27357000000.0,-3699000000.0,-0.5826,0.0907,0.1507,0.1631,3.8858,3.9344,3.9344,-0.0091,0.1261,0.0428,-0.0421,Healthcare,1,26.641747684811488
V,20609000000.0,0.1226,15970500000.0,2579000000.0,4485000000.0,5184800000.000001,4472900000.000006,3743699999.999985,3814549441.624353,4.43,4.42,1248940072.2799969,1250737344.2399998,0.8462,0.6511,7233379999.999997,5175667817.2588825,3821023422.167106,0.5995579999999999,0.4998,5799200000.000004,8050877011.494213,18216000000.0,2472000000.0,69225000000.0,11305000000.0,35219000000.0,11318000000.0,24718950000.000004,2226000000.0,8954000000.0,613000000.0,6379931724.1378975,-704000000.0,-3084000000.0,-3570100000.0000005,-821100000.0,4533185999.999979,0.29771036475262,1.611,1.4144183989385,0.85386996904025,6.3158,4.7111,6.3158,4.7111,16.5964,1.2563,26473000000.0,-17003000000.0,-0.3436,0.1086,0.0947,0.0667,0.5377,0.5821,0.5786,-0.0256,0.389,0.0184,0.0786,Financial Services,1,42.27031236190148
GRPN,2636746000.0,-0.0728,1320601000.0,1266698000.0,1266562000.0,54039000.0,-12036000.0,-11079000.0,-11079000.0,-0.02,-0.02,570780015.0,566511108.0,0.5008,-0.0046,103792000.0,-12036000.0,1988000.0,-0.0046,-0.0042,841021000.0,841021000.0,998629000.0,143117000.0,1642142000.0,957174000.0,1259531000.0,-1010499000.0,381248000.0,88115000.0,267034000.0,115828000.0,190855000.0,-69695000.0,-135982000.0,-84417000.0,-40753000.0,121160000.0,1.6056747833013,1.043,0.9512523323868,0.87865006780376,0.3369,1.4846,0.3369,1.4846,0.6729999999999999,-7.184096,1271250000.0,-260902000.0,-0.123,-0.0099,-1.5576,0.8359,-1.7891,-1.6667,-2.0,-0.0034,0.4896,-0.0211,-0.0277,Technology,0,-26.687113132029552
GERN,1066000.0,0.0009,1066000.0,18707000.0,30833000.0,-29767000.0,-27017000.0,-27017000.0,-27017000.0,-0.15,-0.15,186348066.0,176504996.0,1.0,-8.863830000000005,-26958000.0,-27017000.0,-27017000.0,-9.085474,-9.178177,10844000.0,163558000.0,166058000.0,59000.0,185284000.0,7551000.0,7551000.0,-1011464000.0,177733000.0,1332000.0,6569000.0,59000.0,-21009000.0,-16000.0,-77718000.0,92968000.0,-5759000.0,-21025000.0,0.0057533300230997,13.725087322497926,12.35711234808195,1.4361011786518,-0.119,0.0614,-0.119,0.0614,1.007,0.7776,185284000.0,158507000.0,-0.0001,0.0009,0.0322,-0.0148,0.0322,0.1667,0.1667,0.1085,-0.022,0.6796,-0.0301,Healthcare,1,30.7692369413096
KEY,6178000000.0,0.0252,6178000000.0,3218000000.0,3975000000.0,2203000000.0,2210000000.0,1866000000.0,1800000000.0,1.73,1.71,1034530422.0,1040890000.0,1.0,0.3577,2592000000.0,2210000000.0,1866000000.0,0.3577,0.302,678000000.0,678000000.0,5767000000.0,882000000.0,109241000000.0,27167699999.999996,69270934340.99806,11556000000.0,15595000000.0,3997989999.999998,15393603099.999842,382000000.0,2506000000.0,-97000000.0,-2482000000.0,-17000000.0,7000000.0,2409000000.0,0.044250893541432,0.052913111294614,0.027727184986305997,0.013486843366270998,2.4076,0.6514,2.4076,0.6514,14.9824,1.3922,75467350920.85007,-42405411219.38778,-0.0932,0.0252,0.1433,0.1426,0.4682,0.5175,0.5133,-0.0312,0.3807,0.0139,-0.0129,Financial Services,1,40.439900160992025
RF,5525000000.0,0.0325,5525000000.0,2607000000.0,3570000000.0,1955000000.0,2082000000.0,1695000000.0,1695000000.0,1.55,1.54,1033870240.0,1092000000.0,1.0,0.3768,2544000000.0,2082000000.0,1759000000.0,0.3768,0.3068,3538000000.0,5058000000.0,4647000000.0,2045000000.0,109241000000.0,27167699999.999996,69270934340.99806,2828000000.0,15090000000.0,-72020900.00000004,15393603099.999842,462000000.0,2275000000.0,-151000000.0,-3045000000.0,327000000.0,-443000000.0,2124000000.0,0.043958054866017,0.04818989743962,0.05245201231969,0.03668944633987,2.0833,3.2399,2.0833,3.2399,13.8187,1.3422,75467350920.85007,-42405411219.38778,-0.1383,0.0325,0.1452,0.0511,0.4137,0.5347,0.54,-0.07391600000000001,-0.0096,0.0112,0.0268,Financial Services,1,30.51943045029569
KR,33676258073.006508,0.0635,15970500000.0,6756044999.99999,10918299999.999996,2612000000.0,1502000000.0,1907000000.0,1907000000.0,2.11,2.09,881361794.0,895000000.0,0.2201,0.0171,4539000000.0,2103000000.0,1889000000.0,0.0122,0.0155,347000000.0,347000000.0,11117000000.0,19858844600.000008,37197000000.0,14197000000.0,30292000000.0,17007000000.0,6931000000.0,2600000000.0,4779000000.0,2067260000.0000002,3413000000.0,-2699700000.0,-2707000000.0,-681000000.0,25000000.0,604000000.0,2.3540755773219577,0.7829999999999999,0.13974783404945,0.024441783475382003,3.8134,0.3877,3.8134,0.3877,7.7441,1.7897,33172000000.0,-19175000000.0,-3.1385,0.0451,-0.3911,-0.2433,-0.0344,0.0144,0.0195,-0.0564,-0.2011,0.019,0.0981,Consumer Defensive,1,8.690633021320489
HAL,23995000000.0,0.1637,2986000000.0,254000000.0,519000000.0,2467000000.0,1813000000.0,1656000000.0,1656000000.0,1.89,1.89,876046271.0,875000000.0,0.1244,0.0986,3973000000.0,2367000000.0,1657000000.0,0.0756,0.069,2008000000.0,2008000000.0,11151000000.0,8873000000.0,25982000000.0,4802000000.0,16438000000.0,13739000000.0,9522000000.0,881000000.0,1784000000.0,1606000000.0,3157000000.0,-1808000000.0,-1993000000.0,-1419000000.0,-329000000.0,1349000000.0,0.92352397813871,2.322,1.5081216159933002,0.4181591003748401,3.608,2.2949,3.608,2.2949,10.8823,1.9064,23157000000.0,-5287000000.0,-2.0663,0.3114,0.8771,0.7955,4.5767,4.566,4.566,0.008,0.2792,0.0358,-0.0078,Energy,0,-7.406170031687082
BABA,33676258073.006508,0.7238,15970500000.0,6756044999.99999,10918299999.999996,5184800000.000001,4472900000.000006,3743699999.999985,3814549441.624353,3.9646,3.8776,1248940072.2799969,1250737344.2399998,0.5723,0.3431,7233379999.999997,5175667817.2588825,3821023422.167106,0.3288,0.2561,5799200000.000004,8050877011.494213,22935184711.98408,10518747033.6972,109241000000.0,21485524442.3351,43930548963.7716,19512400000.000008,24718950000.000004,3997989999.999998,15393603099.999842,1390444549.913,6379931724.1378975,-2699700000.0,-4963626553.036363,1498669999.9999878,933075000.0000002,4533185999.999979,0.34898567053954,0.2992,1.5478241661144,1.4675576172593998,36.054813999999666,81.25222199999806,36.054813999999666,81.25222199999806,195.0318499999994,1.9662,75467350920.85007,-3295364657.4909,-21.367266,0.5805,0.5568,0.5725,0.5971,0.5594,0.5746,0.1059,0.6553,0.5426,0.6624,Consumer Cyclical,1,55.15728664121453
MRO,6582000000.0,0.3813,5165000000.0,394000000.0,3498000000.0,1667000000.0,1427000000.0,1096000000.0,1096000000.0,1.3,1.29,831275876.0,846000000.0,0.7847,0.2511,4094000000.0,1653000000.0,1096000000.0,0.2168,0.1665,1462000000.0,1462000000.0,2921000000.0,16804000000.0,21321000000.0,1832000000.0,9193000000.0,7706000000.0,12128000000.0,284000000.0,358000000.0,2067260000.0000002,3234000000.0,-2699700000.0,-1470000000.0,-859000000.0,899000000.0,481000000.0,0.3087097228085,1.594,1.3870087336245,0.79803493449782,3.8227,1.7281,3.8227,1.7281,14.3357,2.9507,21224000000.0,-6272000000.0,-3.2541,0.4971,1.3256,3.722499999999971,1.1915,1.1932,1.1917,-0.0035,0.6268,-0.0314,0.062,Energy,0,-6.405819277441032
GILD,22127000000.0,-0.1524,15970500000.0,4056000000.0,9074000000.0,5184800000.000001,4472900000.000006,3743699999.999985,3814549441.624353,4.2,4.17,1248940072.2799969,1250737344.2399998,0.7807,0.4009,7233379999.999997,5175667817.2588825,3821023422.167106,0.3522,0.2465,5799200000.000004,8050877011.494213,22935184711.98408,4006000000.0,63675000000.0,10605000000.0,42141000000.0,19024000000.0,21387000000.0,1606000000.0,7067000000.0,1429000000.0,6379931724.1378975,-924000000.0,313054999.9999998,-3570100000.0000005,933075000.0000002,4533185999.999979,0.34749901845308,3.379,3.150966525224,1.6916548797737,6.4715,13.8213,6.4715,13.8213,16.4769,1.5399,43820000000.0,-6305000000.0,-0.7119,-0.2053,-0.3937,-0.4194,0.1787,0.1864,0.188,-0.0083,-0.294,-0.094,0.0459,Healthcare,1,6.367174645398372
GM,33676258073.006508,0.01,14095000000.0,6756044999.99999,9650000000.0,4445000000.0,4472900000.000006,3743699999.999985,3814549441.624353,5.61,5.53,1248940072.2799969,1250737344.2399998,0.0959,0.0622,7233379999.999997,5175667817.2588825,3821023422.167106,0.0577,0.0545,5799200000.000004,8050877011.494213,22935184711.98408,19858844600.000008,109241000000.0,27167699999.999996,69270934340.99806,19512400000.000008,24718950000.000004,-72020900.00000004,15393603099.999842,2067260000.0000002,6379931724.1378975,-2699700000.0,-4963626553.036363,1498669999.9999878,933075000.0000002,4533185999.999979,0.6468269852510999,0.916,1.0371487286744,0.2534625533519,10.8122,14.7725,10.8122,14.7725,27.5408,1.9272,75467350920.85007,-42405411219.38778,-6.2091,-0.2269,0.109,-0.4868,3.0402,3.117,3.1269,-0.0409,-0.1196,0.0699,0.0084,Consumer Cyclical,1,13.37436463422488
FCX,18628000000.0,0.1356,5183000000.0,443000000.0,429000000.0,4754000000.0,3593000000.0,2602000000.0,2602000000.0,1.79,1.78,1248940072.2799969,1250737344.2399998,0.2782,0.2436,6292000000.0,4538000000.0,2894000000.0,0.1929,0.1397,4217000000.0,4217000000.0,10720000000.0,19858844600.000008,42216000000.0,3329000000.0,24324000000.0,-1842900320.0000002,9798000000.0,-72020900.00000004,687000000.0,1754000000.0,3863000000.0,-1848000000.0,-4963626553.036363,900000000.0,-255000000.0,2015000000.0,0.44125450066326,3.22,1.5157705016521,1.266746770802,2.6660000000000004,2.9103,2.6660000000000004,2.9103,6.7619,1.4846,42216000000.0,-13604000000.0,-1.2754,0.1718,0.2947,0.2883,0.4320000000000001,0.4320000000000001,0.424,0.0028,-0.1721,0.1317,-0.0713,Basic Materials,1,28.962519184694692
CRM,10540000000.0,0.2493,7767000000.0,5760000000.0,7313000000.0,454000000.0,420000000.0,360000000.0,360000000.0,0.5,0.49,722300000.0,715000000.0,0.7369,0.0481,1260000000.0,507000000.0,360000000.0,0.0398,0.0342,2543000000.0,4521000000.0,9584000000.0,1947000000.0,21984000000.0,10067000000.0,11608000000.0,635000000.0,10376000000.0,1142000000.0,8966000000.0,753000000.0,2738000000.0,-534000000.0,-2011000000.0,221000000.0,933075000.0000002,2204000000.0,0.4794395924308599,0.952,0.83858150392371,0.252607529552,3.8294,3.5566,3.8294,3.5566,14.5119,7.6056,13697000000.0,-2024000000.0,-0.7469,0.2521,0.8918,1.0826,0.1146,0.0638,0.0652,0.05,0.2664,0.2502,0.2058,Technology,1,19.985242145326033
ATVI,7500000000.0,0.0688,4983000000.0,1894000000.0,2995000000.0,1988000000.0,1877000000.0,1813000000.0,1813000000.0,2.38,2.35,763050718.0,762000000.0,0.6644,0.2597,2457000000.0,1948000000.0,1813000000.0,0.2503,0.2417,4225000000.0,4225000000.0,6106000000.0,282000000.0,17890000000.0,2642000000.0,6498000000.0,6593000000.0,11392000000.0,803000000.0,2389000000.0,509000000.0,1790000000.0,-131000000.0,-230000000.0,-2020000000.0,-491000000.0,1659000000.0,0.41922861934041,2.311,1.9909159727479,1.5991672975018998,2.3491,5.5446,2.3491,5.5446,14.9501,0.9873,7064000000.0,-392000000.0,-0.1719,0.1034,0.5019,0.5187,5.641,5.6111,5.5278,0.0065,-0.1911,-0.0417,-0.1141,Technology,1,27.35980695948599
