,Revenue,Revenue Growth,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBIT Margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,priceToSalesRatio,assetTurnover,currentRatio,quickRatio,cashRatio,Price to Sales Ratio,Earnings Yield,Income Quality,SG&A to Revenue,Capex to Depreciation,Tangible Asset Value,Net Current Asset Value,Invested Capital,Gross Profit Growth,EBIT Growth,Operating Income Growth,EPS Growth,EPS Diluted Growth,Operating Cash Flow growth,Asset Growth,Sector,Class,2017 PRICE VAR [%]
BG,30347000000.0,-0.0179,2410000000.0,1284000000.0,1296000000.0,1114000000.0,965000000.0,745000000.0,709000000.0,5.07,5.01,139460010.0,139460010.0,0.0565,0.0281,1746000000.0,1199000000.0,767000000.0,0.0226,0.0175,1462000000.0,1462000000.0,11092000000.0,5099000000.0,19188000000.0,7684000000.0,11845000000.0,8208000000.0,7144000000.0,2476000000.0,547000000.0,446000000.0,-757000000.0,194015599.99999964,-488000000.0,525000000.0,-311000000.0,0.2393,2.2242547425474,1.444,0.40838105153566,0.19026548672566,0.2393,0.0692,0.6291,0.0301,-1.3839,18479000000.0,-753000000.0,14125000000.0,-0.1051,-0.1086,-0.1052,-0.0136,-0.0118,-0.2689,0.0711,Consumer Defensive,0,-6.062801557379633
PBH,806247000.0,0.1282,467211000.0,183220000.0,206896000.0,260315000.0,157185000.0,99907000.0,99907000.0,1.89,1.88,52754256.0,52754000.0,0.5795,0.3008,266183000.0,242507000.0,99907000.0,0.195,0.1239,27230000.0,27230000.0,249013000.0,15540000.0,2948791000.0,106684000.0,2204455000.0,327312000.0,744336000.0,68388000.0,23676000.0,176310000.0,-3224000.0,-222971000.0,52076000.0,5912000.0,173086000.0,3.4934,0.27341612206494,2.334,1.1480353192606,0.2552397735368,3.4934,0.0354,1.7647,0.2273,-0.1362,265877000.0,-1955442000.0,1757272000.0,0.1501,0.1615,0.2542,0.26,0.2617,0.1283,0.1161,Consumer Defensive,0,-15.842335679043215
BIG,5190582000.0,0.0026,2067140000.0,1708499000.0,1831353000.0,235787000.0,226850000.0,142873000.0,142873000.0,2.83,2.8,49552919.0,49552919.0,0.3982,0.0444,338587000.0,230533000.0,142873000.0,0.0437,0.0275,54144000.0,54144000.0,994432000.0,559924000.0,1640370000.0,678448000.0,919900000.0,2210239000.0,720470000.0,296171000.0,108054000.0,342352000.0,-113216000.0,-113193000.0,-227276000.0,1883000.0,229136000.0,0.3742,2.3873718994869,1.466,0.079805674126831,0.079805674126831,0.3742,0.0722,2.3962,0.3292,-1.0478,1640370000.0,74532000.0,970078000.0,0.0113,0.1407,0.0503,0.3606,0.3592,0.0747,0.0027,Consumer Defensive,1,15.714994547566436
STZ,6548400000.0,0.0863,2942300000.0,1177200000.0,1177200000.0,1765100000.0,1495500000.0,1054900000.0,1054900000.0,5.42,5.18,199239583.0,196746000.0,0.4493,0.2763,1989700000.0,1809400000.0,1060600000.0,0.2284,0.1611,83100000.0,83100000.0,2977600000.0,3333400000.0,16965000000.0,2272300000.0,10273200000.0,6090500000.0,6559600000.0,578000000.0,180300000.0,1413700000.0,-891300000.0,-2207400000.0,776000000.0,-27000000.0,522400000.0,4.3031,0.3859946949602101,1.31,0.35893147911807,0.036570875324561006,4.3031,0.0383,1.3401,0.1798,-4.9434,6422600000.0,-7295600000.0,12148400000.0,0.141,0.1901,0.1766,0.2318,0.2422,0.3078,0.124,Consumer Defensive,1,49.29005870945439
USFD,22919000000.0,-0.009000000000000001,4053000000.0,3581000000.0,3634000000.0,419000000.0,131000000.0,210000000.0,210000000.0,1.05,1.03,220608733.0,200129868.0,0.1768,0.0157,781000000.0,360000000.0,210000000.0,0.0057,0.0092,131090000.0,131090000.0,2789171000.0,1767611000.0,8944450000.0,1969285000.0,6406800000.0,-136460000.0,2537650000.0,455815000.0,421000000.0,549000000.0,-147000000.0,-762000000.0,-180000000.0,-393000000.0,402000000.0,0.2651,2.3873718994869,1.416,0.74273860817505,0.06656730742376,0.2651,0.0381,2.6143,0.1562,-0.3492,4649085000.0,-3617629000.0,6473135000.0,0.0099,-0.2458,1.2073,0.0606,0.051,-0.0122,-0.0319,Consumer Defensive,1,15.940447508022089
SFM,3593031000.0,0.2108,1051628000.0,812456000.0,822874000.0,228754000.0,205993000.0,128991000.0,128991000.0,0.84,0.83,153590850.0,153099000.0,0.2927,0.0623,292885000.0,223716000.0,128991000.0,0.0573,0.0359,136069000.0,136069000.0,345215000.0,494067000.0,1426364000.0,230422000.0,603372000.0,245446000.0,822992000.0,80970000.0,69169000.0,239898000.0,-128312000.0,-128312000.0,-106030000.0,5556000.0,111586000.0,1.1448,2.3873718994869,1.4980000000000002,0.6791582400985999,0.5905208704029999,1.1448,0.0314,1.8598,0.2261,-1.8551,859685000.0,-258157000.0,783666000.0,0.188,0.1232,0.1454,0.1667,0.1857,0.3238,0.0418,Consumer Defensive,1,24.93586797037063
AVP,5717700000.0,-0.0719,3460700000.0,3136900000.0,3309800000.0,150900000.0,17000000.0,-107600000.0,-107600000.0,-0.29,-0.29,437517018.0,437000000.0,0.6053,0.0269,267500000.0,153600000.0,-107400000.0,0.003,-0.0188,654400000.0,654400000.0,1992300000.0,711300000.0,3418900000.0,1485700000.0,3810400000.0,2322200000.0,-83481439.99999999,699500000.0,113900000.0,60400000.0,-79700000.0,-177300000.0,137000000.0,-30300000.0,-19300000.0,0.4048,1.6723800052649,1.341,0.74934374368984,0.44046577370936,0.4048,-0.0548,-0.5613,0.5486,-0.6997,3325300000.0,-1818100000.0,3079100000.0,-0.0685,1.7342,0.6528,0.8885,0.8885,-0.4612,-0.1167,Consumer Defensive,0,-59.357277233499616
HMHC,1291978000.0,-0.0876,530444000.0,681170000.0,853121000.0,-211362600.0,-336114000.0,-284558000.0,-284558000.0,-2.32,-2.32,123008206.0,122418474.0,0.4106,-0.2298,-12874000.0,-238508270.0,-284558000.0,-0.2602,-0.2202,226102000.0,306943000.0,705720000.0,175202000.0,2731471000.0,505150000.0,1851431000.0,-1610210000.0,880040000.0,348736000.0,284059000.0,143751000.0,-103152000.0,-113946000.0,-37960000.0,-8155000.0,40599000.0,1.0473,0.4729971506195701,1.3969999999999998,1.0352350786895,0.44759378402455,1.0473,-0.2109,-0.5052,0.5272,-0.3631,1262749000.0,-1145711000.0,1304235000.0,-0.1038,-1.4488,-1.7805,-1.3673,-1.3673,-0.5873,-0.1251,Consumer Defensive,0,-15.45454372059215
POST,5026800000.0,0.0815,1547400000.0,839700000.0,1001700000.0,545700000.0,-30100000.0,-3300000.0,-28400000.0,-0.41,-0.41,64649700.0,68800000.0,0.3078,0.055,579200000.0,276400000.0,-3300000.0,-0.006,-0.0007,1152000000.0,1152000000.0,2076900000.0,1354400000.0,9360600000.0,634000000.0,6352000000.0,-424300000.0,3008600000.0,357300000.0,302800000.0,502400000.0,-121500000.0,-196100000.0,-4500000.0,302200000.0,380900000.0,0.9925,0.53701685789372,3.276,2.4242902208202,1.8170347003155,0.9925,-0.0053,-7.009733000000001,0.16699999999999998,-0.4013,3447200000.0,-4275100000.0,6224700000.0,0.3176,2.0643,1.5656,0.8240000000000001,0.8240000000000001,0.1125,0.0215,Consumer Defensive,0,-3.319089313726859
EL,11262000000.0,0.0447,9081000000.0,5952079999.999989,7471000000.0,1610000000.0,1549000000.0,1115000000.0,1115000000.0,3.01,2.96,369237809.0,370000000.0,0.8063,0.1438,2035000000.0,1620000000.0,1121000000.0,0.1375,0.099,914000000.0,1383000000.0,4225000000.0,1583000000.0,9223000000.0,2681000000.0,5636000000.0,7693000000.0,3572000000.0,1632000000.0,415000000.0,1789000000.0,-525000000.0,-1269000000.0,-605000000.0,-107000000.0,1264000000.0,2.9842,1.2210777404315,1.5759999999999998,0.98508019395748,0.34091756807162,2.9842,0.0331,1.6045,0.6516,-1.2651,7651000000.0,-1411000000.0,6298000000.0,0.0462,0.0025,0.0025,0.0488,0.0496,-0.0793,0.1211,Consumer Defensive,1,66.85224759770838
FEDU,14320763.3588,0.07118068508287294,5925954.1985,4969770.9924,4969770.9924,956183.2061,-3990076.3359,-4729160.3053,-4729160.3053,-0.1687,-0.1687,47644000.0,2137404.5802,0.4138,-0.2786,-3909160.3053,-3990076.3359,-4746259.5419999985,-0.2786,-0.3302,6462290.0763,6462290.0763,13110229.0076,358473.2824,13885801.5267,7985801.5267,14030381.6794,-4669923.6641,-3604427.4809,7985801.5267,80916.0305,154045.8015,-248854.9618,-1055725.1908,91603.0534,-512977.0992,-94809.1603,1.173,1.0313242149734,0.2507,1.5798841455197,0.80922247500063,1.173,0.006999999999999999,-0.0326,0.34700000000000003,-3.0755,13885801.5267,-920152.6718,-562290.0763,0.1101003846153846,0.14624740659340663,0.08230443956043955,0.09361162222222218,0.09374144444444438,0.20944479670329658,0.1490963535911601,Consumer Defensive,0,-10.044974490396873
LW,2994000000.0,0.0001,662000000.0,285000000.0,2612500000.0,377000000.0,367000000.0,285300000.0,281000000.0,1.92,1.92,146000000.0,146058934.0,0.2211,0.1274,531600000.0,381300000.0,294600000.0,0.1226,0.0953,27000000.0,27000000.0,724700000.0,926800000.0,1930000000.0,317400000.0,665000000.0,1999841132.3703463,1265000000.0,85300000.0,95900000.0,382300000.0,-152300000.0,-144300000.0,-232800000.0,5800000.0,230000000.0,1.4658,1.5512953367876,1.904,0.6137366099558901,0.085066162570888,1.4658,0.0673,1.3605,0.0952,-1.5881,1227100000.0,69000000.0,1681800000.0,-0.1532,-0.1572,-0.1518,0.09361162222222218,0.09374144444444438,0.2769,0.1490963535911601,Consumer Defensive,1,53.22811901209426
FLO,3926885000.0,0.0393,1900026000.0,1469382000.0,1641774000.0,258252000.0,249537000.0,163776000.0,163776000.0,0.79,0.78,207632550.0,208511000.0,0.4839,0.0724,425311000.0,284442000.0,163776000.0,0.0635,0.0417,6410000.0,6410000.0,476842000.0,781026000.0,2761068000.0,340624000.0,1550988000.0,910520000.0,1210080000.0,156032000.0,140869000.0,356562000.0,-84060000.0,-76714000.0,-287816000.0,-7968000.0,272502000.0,1.0538,1.4222340775381002,1.4,0.8170974446897499,0.018818403870543,1.0538,0.0396,2.1771,0.3742,-0.5967,1459526000.0,-1074146000.0,2070649000.0,0.0466,-0.1107,-0.133,-0.1222,-0.1236,0.0622,-0.0292,Consumer Defensive,1,0.4243857267248079
PPC,9878564000.0,0.1286,1103983000.0,310832000.0,311901000.0,792082000.0,684451000.0,440532000.0,440532000.0,1.74,1.73,251330211.0,253669000.0,0.1118,0.0769,991795000.0,760087000.0,480117000.0,0.0693,0.0446,297523000.0,297523000.0,1809885000.0,1853245000.0,5021942000.0,1185157000.0,2935810000.0,-782785000.0,2077860000.0,374599000.0,231708000.0,795362000.0,-327585000.0,-327585000.0,-828219000.0,-399029000.0,467777000.0,0.4847,1.9670804640914,1.527,0.63036880345811,0.25104100131881,0.4847,0.0913,1.8055,0.0315,-1.4138,3663130000.0,-1125925000.0,3592286000.0,-0.1499,-0.2626,-0.2535,-0.304,-0.308,-0.2205,0.5133,Consumer Defensive,1,60.103093178800066
DLTR,15498400000.0,0.8017,4656700000.0,3607000000.0,3607000000.0,1049700000.0,448200000.0,282400000.0,282400000.0,1.27,1.26,234795947.0,234795947.0,0.3005,0.0676,1535200000.0,1047600000.0,282400000.0,0.0289,0.0182,736100000.0,740100000.0,3935900000.0,3125500000.0,15901200000.0,2095400000.0,11494300000.0,2056400000.0,4406900000.0,735500000.0,487600000.0,802500000.0,-480000000.0,-4923261914.9391,1814000000.0,-128000000.0,322500000.0,1.242,0.97466857847207,1.878,0.35320225255321,0.35129330915338003,1.242,0.0155,2.8417,0.2327,-0.9844,7773700000.0,-7558400000.0,12288600000.0,0.5348,0.0129,0.0091,-0.5636,-0.5655,-0.1488,1.529889999999997,Consumer Defensive,1,38.553908052838565
GNC,2570007000.0,-0.0422,886591000.0,596990000.0,1057501000.0,-170910000.0,-231760000.0,-285219000.0,-285219000.0,-4.11,-4.11,68399989.0,69409000.0,0.345,-0.0667,-111279000.0,-171317000.0,-285219000.0,-0.0902,-0.111,34464000.0,34464000.0,786254000.0,232292000.0,2055842000.0,307666000.0,2150889000.0,716198000.0,-83481439.99999999,115171000.0,60038000.0,208198000.0,-59579000.0,-22420000.0,-207536000.0,-21998000.0,148619000.0,0.2936,1.2500994726248,2.556,0.53188197590894,0.11201757750288,0.2936,-0.3726,-0.73,0.2323,-0.9924,1048551000.0,-1364635000.0,2246874000.0,-0.0996,-1.4358,-1.4309,-2.5747,-2.5808,-0.4128,-0.1952,Consumer Defensive,0,-66.5457828961663
BTI,17444444444.4444,-0.0974,12835802469.1358,940367.5999999999,2590123456.7901,4422399999.999994,3593000000.0,2599301943.8444777,2740728858.1713333,3.0889,3.0765,1165580220.4600005,176823162.09226587,0.7358,0.4285,6406600000.000002,4323659999.999998,2757382000.000004,0.4285,0.3289,2720987654.321,2739506172.8395,15258024691.358,4519753086.4198,49102469135.8025,14637037037.037,38724691358.0247,4112345679.0123,10101234567.9012,585185185.1852,749382716.0494,4917771249.999992,-717283950.6173,-790123456.7901,-2539980000.0,-97530864.1975,3564686581.890722,8.4345,0.35526613531793,1.2864,0.56528340080972,0.18589743589744,8.4345,0.0547,1.0527,0.0,-0.9572,34143209876.5432,-23466666666.6667,40853086419.7531,-0.1359,-0.0888,0.5244,-0.093,-0.0943,-0.2416,0.0674,Consumer Defensive,1,24.10433199607965
DF,7710226000.0,-0.0507,1988114000.0,1690412000.0,1719883000.0,268231000.0,201963000.0,119929000.0,119929000.0,1.32,1.31,90496465.0,90933886.0,0.2579,0.0349,447143000.0,268758000.0,119929000.0,0.0262,0.0156,17980000.0,17980000.0,1058630000.0,1163851000.0,2606227000.0,847787000.0,1995671000.0,45654000.0,610556000.0,0.0,178385000.0,257413000.0,-129937000.0,-288140000.0,-9934000.0,-42754000.0,127476000.0,0.2534,2.3873718994869,1.249,0.81055736877305,0.021208157237608,0.2534,0.0611,2.1464,0.2192,-0.7284,2244218000.0,-937041000.0,2264502000.0,0.0069,3.690034,1.8731,4.610947999999999,4.610947999999999,-0.3693,0.0342,Consumer Defensive,0,-45.0224027928355
HLF,4488400000.0,0.0043,3633800000.0,1966900000.0,3175700000.0,458100000.0,364700000.0,260000000.0,260000000.0,1.57,1.51,186098774.0,166100000.0,0.8096,0.1034,562300000.0,464000000.0,260000000.0,0.0813,0.0579,844000000.0,844000000.0,1462500000.0,378000000.0,2565400000.0,791500000.0,2369100000.0,-66300000.0,196300000.0,716000000.0,98300000.0,367300000.0,-143400000.0,-142400000.0,-252300000.0,-47500000.0,223900000.0,1.0198,1.7495907071022,1.848,1.1551484523056998,1.0663297536323,1.0198,0.0638,1.4127,0.4382,-1.4588,2165400000.0,-906600000.0,1977800000.0,0.0058,-0.2094,-0.215,-0.236,-0.2393,-0.4158,0.0353,Consumer Defensive,1,37.670264507657045
TWNK,727586000.0,0.172,302331000.0,112347000.0,543628000.0,159646000.0,44617000.0,84253000.0,52807000.0,0.54,0.54,130000000.0,10550907.0,0.4155,0.2528,144100000.0,183958000.0,88760000.0,0.0613,0.1357,86353000.0,86353000.0,168817000.0,128078000.0,643529000.0,92758000.0,1303650000.0,0.0,-83481439.99999999,55455000.0,16108000.0,115832000.0,-35127000.0,-504775000.0,-263941000.0,-652884000.0,105705000.0,0.7551,1.130618822151,1.8199724013023,1.6696241833588,0.93094935207745,0.7551,-0.0246,1.5782,0.1498,-2.7722,322958000.0,-1134833000.0,6096102627.699743,0.153,0.3701,0.024,-0.3721,-0.3721,-0.1289,1.529889999999997,Consumer Defensive,1,13.923080150897686
BUD,30347000000.0,0.057,14035658633.625063,5952079999.999989,9216463157.894732,4422399999.999994,2806000000.0,1193000000.0,1193000000.0,0.72,0.71,1165580220.4600005,1136849765.4799964,0.6089,0.2678,6406600000.000002,4323659999.999998,2757382000.000004,0.0616,0.0262,5401626436.477094,8361106999.999953,22236826315.78948,18836180000.0,99714000000.0,22752842489.87074,64115659999.99997,16001145833.333324,21868790453.800663,7165000000.0,2001000000.0,4917771249.999992,-2309752292.303819,-4923261914.9391,1814000000.0,764000000.0,3564686581.890722,3.6937,0.17739471366326,1.0659999999999998,0.53154648368798,0.2125145532463,3.6937,0.0069,8.4744,0.3333,-1.3713,70496150900.2406,-39463914931.33583,77913307999.99965,0.0689,-0.13,-0.0361,-0.8574,-0.8569,-0.284,0.9058,Consumer Defensive,1,10.562345299824386
CHGG,254090000.0,-0.1569,134489000.0,109321000.0,174559000.0,-40070000.0,-40538000.0,-42245000.0,-42245000.0,-0.47,-0.47,91347606.0,90534000.0,0.5293,-0.1589,-16580000.0,-40367000.0,-42245000.0,-0.1595,-0.1663,77329000.0,77329000.0,111373000.0,37880000.0,290652000.0,64330000.0,68713000.0,-371328000.0,221939000.0,59155000.0,23787000.0,24262000.0,0.0,-5963000.0,-8675000.0,9624000.0,24333000.0,2.6424,0.87420695539683,1.731,1.3645266594124,1.2020674646355,2.6424,-0.0639,-0.5743,0.4302,0.0,153665000.0,42660000.0,12006000.0,0.2059,0.2978,0.3055,0.3088,0.3088,4.875884999999996,-0.0024,Consumer Defensive,1,122.04081505549445
AGRO,869235000.0,0.2891,190654000.0,131423000.0,125671000.0,64983000.0,24467000.0,11568000.0,11568000.0,0.095,0.094,121092012.0,121092012.0,0.2193,0.2184,317347000.0,189847000.0,14276000.0,0.0281,0.0133,158568000.0,158568000.0,568160000.0,814867000.0,1496397000.0,332477000.0,784093000.0,92997000.0,700334000.0,33800000.0,127500000.0,255401000.0,-128467000.0,-122014000.0,-181682000.0,-48295000.0,126934000.0,1.5254,0.58088528645807,1.709,1.0031009663825998,0.47692923119494,1.5254,0.0087,10.788279000000003,0.1512,-1.0076,1479145000.0,-215933000.0,1623496000.0,0.6361,0.8371,1.2485,3.0652,3.0435,0.7591,0.104,Consumer Defensive,0,-5.570773217375826
CASY,7122086000.0,-0.0831,1613621000.0,1053805000.0,1224742000.0,388879000.0,348706000.0,225982000.0,225982000.0,5.79,5.73,39050570.0,39050570.0,0.2266,0.0546,559816000.0,388879000.0,225982000.0,0.049,0.0317,75775000.0,75775000.0,325885000.0,2252475000.0,2726148000.0,387571000.0,1642685000.0,1010595000.0,1083463000.0,130989000.0,170937000.0,472386000.0,-387705000.0,-394968000.0,-50184000.0,27234000.0,84681000.0,0.6276,2.3873718994869,0.841,0.26698591999917,0.19551256414954,0.6276,0.0506,2.0904,0.14800000000000002,-2.2681,2597582000.0,-1316800000.0,2972480000.0,0.1207,0.203,0.203,0.2425,0.2403,0.3549,0.1037,Consumer Defensive,0,-4.8116405608223065
MGPI,318263000.0,-0.0285,65283000.0,26693000.0,23308000.0,41975000.0,44717000.0,31184000.0,30230000.0,1.82,1.82,16658965.0,16643811.0,0.2051,0.1446,57264000.0,46011000.0,31184000.0,0.1405,0.098,1569000.0,1569000.0,110901000.0,92791000.0,225336000.0,36995000.0,79044000.0,142652000.0,146292000.0,8945000.0,11253000.0,19721000.0,-16713000.0,-17683000.0,-1216000.0,822000.0,3008000.0,2.5889,1.412393048603,2.998,0.7475064197864599,0.042411136640086,2.5889,0.0368,0.6524,0.0839,-1.4852,225336000.0,31857000.0,222773000.0,0.1153,0.1812,0.2778,0.2297,0.2297,0.0567,0.1597,Consumer Defensive,1,58.200700929331035
EDU,1478348000.0,0.1857,863984000.0,668907000.0,668907000.0,195077000.0,93406000.0,224884000.0,224884000.0,1.43,1.43,156486763.0,156782439.0,0.5844,0.0632,141809000.0,93406000.0,225328000.0,0.0632,0.1521,709319000.0,1647364000.0,1869336000.0,237698000.0,2354834000.0,918190000.0,920172000.0,931930000.0,1404572000.0,896753000.0,48403000.0,524313000.0,-63091000.0,-309737000.0,-916000.0,177911000.0,461222000.0,4.4723,0.6277928720241,2.036,1.8050632222089,0.77251875973382,4.4723,0.0338,2.3315,0.4525,-1.3035,2337765000.0,623039026.7599999,710256000.0,0.1992,-0.5739,0.2706,0.1626,0.1626,0.4014,0.2067,Consumer Defensive,1,118.09021698889464
TSN,30347000000.0,-0.1086,4697000000.0,1864000000.0,1864000000.0,2833000000.0,2594000000.0,1768000000.0,1768000000.0,4.67,4.53,367456983.0,385000000.0,0.1274,0.0771,3548000000.0,2843000000.0,1772000000.0,0.0703,0.0479,349000000.0,349000000.0,4888000000.0,5170000000.0,22373000000.0,2762000000.0,12749000000.0,8348000000.0,9608000000.0,1172000000.0,705000000.0,2716000000.0,-695000000.0,-684000000.0,-2377000000.0,-339000000.0,2021000000.0,0.7482,1.6484601975596005,1.77,0.6846488052136099,0.12635771180304,0.7482,0.0622,1.5362,0.0505,-0.9858,10620000000.0,-7861000000.0,13788000000.0,0.1991,0.2864,0.3061,0.5261,0.5356,0.0568,-0.0259,Consumer Defensive,1,31.71576476658111
MKC,4411500000.0,0.0268,1831700000.0,1175000000.0,1190700000.0,641000000.0,589200000.0,436200000.0,436200000.0,3.73,3.69,126072502.0,126072502.0,0.4152,0.1463,753900000.0,645200000.0,436200000.0,0.1336,0.0989,118400000.0,118400000.0,1421800000.0,669400000.0,4635900000.0,1422700000.0,2997800000.0,1056800000.0,1638100000.0,578700000.0,108700000.0,658100000.0,-152100000.0,-267100000.0,-371500000.0,5800000.0,506000000.0,2.6063,0.95159515951595,0.999,0.41020594643987,0.08322204259506599,2.6063,0.0409,1.5087,0.2663,-1.3993,2439600000.0,-1576000000.0,2345700000.0,0.0543,0.1742,0.1689,0.1879,0.1865,0.1154,0.0365,Consumer Defensive,1,11.028159842124458
COT,1623200000.0,0.3671,850100000.0,806200000.0,840600000.0,9500000.0,-56600000.0,-77800000.0,-77800000.0,-0.61,-0.61,138373690.0,128290000.0,0.5237,-0.0084,137500000.0,-13600000.0,-71500000.0,-0.0349,-0.0479,78100000.0,78100000.0,853200000.0,581800000.0,3939700000.0,810100000.0,3065900000.0,22900000.0,868500000.0,229900000.0,151100000.0,269800000.0,-93600000.0,-1096600000.0,875700000.0,41000000.0,176200000.0,0.9684,0.4120110668325001,1.053,0.437970620911,0.096407850882607,0.9684,-0.0537,-3.4679,0.4967,-0.6195,2132400000.0,-2212700000.0,3443200000.0,0.3068,-1.461,-0.4693,-4.0232,-4.087708000000001,0.0597,0.3645,Consumer Defensive,1,49.188457047245045
HAIN,2392864000.0,-0.0831,565462000.0,288023000.0,446661000.0,118801000.0,106880000.0,47429000.0,47429000.0,0.46,0.46,103448185.0,103135000.0,0.2363,0.0551,190584000.0,131895000.0,47429000.0,0.0447,0.0198,127926000.0,127926000.0,900234000.0,389841000.0,3008080000.0,357028000.0,1343566000.0,801392000.0,1664514000.0,78803000.0,58689000.0,217893000.0,-47917000.0,-234345000.0,-11249000.0,-38996000.0,169976000.0,2.1508,0.79547884364778,2.521,1.1395716862543,0.35830803186305,2.1508,0.0092,4.5941,0.1204,-0.8165,1342957000.0,-443332000.0,1720687000.0,0.0046,-0.4492,-0.4920000000000001,-0.716,-0.7125,0.1747,-0.0295,Consumer Defensive,1,7.425241695782818
HSY,7440181000.0,0.0073,3169539000.0,1891305000.0,1914366000.0,1255173000.0,1099481000.0,720044000.0,720044000.0,3.15,3.14,212229426.0,212229426.0,0.426,0.1599,1491461000.0,1189624000.0,720044000.0,0.1478,0.0968,296967000.0,296967000.0,1816778000.0,2177248000.0,5524333000.0,1909443000.0,4696646000.0,6115961000.0,785856000.0,754193000.0,301837000.0,1013428000.0,-265825000.0,-595454000.0,-464396000.0,-49562000.0,747603000.0,2.9643,1.346801686285,0.951,0.4600022100685901,0.15552545951882002,2.9643,0.0303,1.4075,0.2542,-0.8807,4219252000.0,-2879868000.0,4993011000.0,-0.063,0.1806,0.2095,0.4384,0.4338,-0.1933,0.0337,Consumer Defensive,1,11.802133036953128
