,Revenue,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,"Property, Plant & Equipment Net",Total assets,Total liabilities,Retained earnings (deficit),Total shareholders equity,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,priceToSalesRatio,returnOnEquity,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Cash per Share,Book Value per Share,Tangible Book Value per Share,Shareholders Equity per Share,Price to Sales Ratio,Earnings Yield,Income Quality,SG&A to Revenue,Capex to Depreciation,Tangible Asset Value,Invested Capital,ROE,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Sector,Class,2015 PRICE VAR [%]
BIG,5124755000.0,2007369000.0,1664031000.0,1777259000.0,230110000.0,210810000.0,125295000.0,125295000.0,2.18,2.16,58382022.0,58382022.0,0.3917,0.062,0.0418,0.024,0.0197,316299000.0,214103000.0,125295000.0,0.0411,0.0244,68629000.0,569682000.0,1739599000.0,838172000.0,2021357000.0,901427000.0,102196000.0,198334000.0,-97526000.0,-97495000.0,-91196000.0,8048000.0,100808000.0,0.293,0.139,2.6762641560515705,3.3972,2.604,1.1755,87.7797,2.1461,3.3972,2.604,1.1755,15.44,29.797,15.4401,0.293,0.0848,1.5829,0.3247,-0.9543,1739599000.0,1170523000.0,0.139,-1.6705,-0.023,-0.2824,-0.2619,Consumer Defensive,0,-0.2272977358874182
STZ,4867700000.0,1991700000.0,895100000.0,1196000000.0,795700000.0,2202300000.0,1943100000.0,1943100000.0,7.464899999999997,7.316999999999998,190061878.0,188154000.0,0.4092,0.551,0.5188,0.399,0.1238,2680800000.0,2525500000.0,1943100000.0,0.4524,0.3992,63900000.0,2014300000.0,14302100000.0,9320800000.0,4438200000.0,4981300000.0,155300000.0,826200000.0,-223500000.0,-4863800000.0,1598762540.0,-267600000.0,602700000.0,3.1639,0.3901,0.3403486201327101,4.3911,2.713,0.3396,25.8708,10.3272,4.3911,2.713,0.3396,26.475,26.171,26.4746,3.1639,0.129,0.4252,0.1839,-1.4392,4924200000.0,9855100000.0,0.3901,-1.1879,0.7971,2.3968,0.5217,Consumer Defensive,1,47.19279042772357
SFM,2967424000.0,885203000.0,677018000.0,685492000.0,199711000.0,174106000.0,107692000.0,107692000.0,0.72,0.7,150951436.0,149751000.0,0.2983,0.087,0.0671,0.036000000000000004,0.0183,259531000.0,199169000.0,107692000.0,0.0587,0.0363,130513000.0,454889000.0,1369073000.0,683684000.0,142189000.0,685389000.0,60362000.0,181218000.0,-126771000.0,-126671000.0,-1686000.0,52861000.0,54447000.0,1.6767,0.1571,2.1674695213477,1.2101,0.3636,0.8715,19.8157,0.7191,1.2101,0.3636,0.8715,4.577,5.388,4.5769,1.6767,0.0218,1.6827,0.2282,-2.1002,806819000.0,862521000.0,0.1571,-0.8465,0.2205,0.6424,0.4316,Consumer Defensive,0,-21.840094665490188
AVP,7648000000.0,4641100000.0,4206800000.0,4346300000.0,294800000.0,156700000.0,-142071800.0,-147297760.0,-0.88,-0.88,434655663.0,434500000.0,0.6068,0.057,0.0347,-0.051,0.0326,434900000.0,265500000.0,-147987600.0,0.0205,-0.0508,936400000.0,1036800000.0,5596800000.0,5291500000.0,3702900000.0,289800000.0,169400000.0,359800000.0,-110600000.0,-105100000.0,-218800000.0,-147400000.0,249200000.0,0.5337,-1.278135,1.3664951400799998,0.8281,0.5735,2.1551,17.6018,-0.8944,0.8281,0.5735,2.1551,0.667,12.307,0.667,0.5337,-0.0937,-0.9259,0.5501,-0.6529,5347500000.0,4814300000.0,-1.27818,-0.2545,-0.1283,-0.0235,-0.3534,Consumer Defensive,0,-54.549047402205545
HMHC,1372316000.0,548273000.0,612535000.0,633684000.0,-85411000.0,-105249000.0,-111491000.0,-111491000.0,-0.79,-0.79,141479963.0,140594689.0,0.3995,0.17,-0.0634,-0.081,0.3089,232773000.0,-87004000.0,-111491000.0,-0.0767,-0.0812,456581000.0,138362000.0,2990648000.0,1230968000.0,-1424843000.0,1759680000.0,319777000.0,491043000.0,-67145000.0,-367619000.0,19529000.0,142953000.0,423898000.0,2.1351,-0.0634,0.45886911465341,3.4926,3.015,3.2475,9.7608,-0.7929999999999999,3.4926,3.015,3.2475,12.515999999999998,11.777,12.515999999999998,2.1351,-0.0381,-4.4043,0.4464,-0.21,1655758000.0,991671000.0,-0.0634,-0.4776,0.0301,0.0056,-0.1,Consumer Defensive,1,5.779507164831419
POST,2411100000.0,621200000.0,459500000.0,864400000.0,-97836600.0,-136172940.0,-142071800.0,-147297760.0,-9.03,-9.03,44823744.0,39700000.0,0.2576,-0.036000000000000004,-0.1009,-0.149,0.028,-62411800.0,-91950040.0,-147987600.0,-0.1771,-0.1423,353200000.0,831900000.0,7731100000.0,5447900000.0,-305700000.0,2283200000.0,155800000.0,183100000.0,-115500000.0,-3793600000.0,1598762540.0,-133600000.0,67600000.0,0.6168,-0.1503,0.31187023838781,4.6121,1.7028,8.8967,60.733,-8.6448,4.6121,1.7028,8.8967,57.511,55.451,57.5113,0.6168,-0.2722,-0.5106,0.1906,-0.7413,2201400000.0,5184400000.0,-0.1503,-2.9093,0.462,-3.256,-3.256,Consumer Defensive,1,44.36125021030371
EL,10968800000.0,8810600000.0,6623941733.656173,6983000000.0,1827600000.0,1771800000.0,1204100000.0,1204100000.0,3.12,3.06,382798523.0,386200000.0,0.8032,0.202,0.1669,0.11,0.0934,2215800000.0,1831200000.0,1209100000.0,0.1615,0.1098,1629100000.0,1502600000.0,7868800000.0,3999400000.0,6265800000.0,3854900000.0,384600000.0,1535200000.0,-510200000.0,-511600000.0,-856900000.0,133400000.0,1025000000.0,2.5916,0.3124,1.3939609597397,3.9751,1.974,4.2183,28.4019,3.1178,3.9751,1.974,4.2183,9.982,17.655,9.9816,2.5916,0.042,1.275,0.6369,-1.3266,6818300000.0,4475600000.0,0.3124,-1.3211,0.0803,0.1788,0.1976,Consumer Defensive,1,17.930829031832968
PPC,8583365000.0,1393995000.0,188594000.0,190880000.0,1203115000.0,1102601000.0,711648000.0,711648000.0,2.75,2.74,259029033.0,258974000.0,0.1624,0.156,0.138,0.083,0.1056,1340522000.0,1184698000.0,711438000.0,0.1285,0.0829,576143000.0,1207201000.0,3091718000.0,894917000.0,591492000.0,2193895000.0,155824000.0,1066692000.0,-160335000.0,-63385000.0,-905595000.0,67937000.0,906357000.0,1.0176,0.3244,2.6762641560515705,4.1189,3.4998,2.2247,33.1437,2.748,4.1189,3.4998,2.2247,8.471,11.835,8.4715,1.0176,0.0816,1.4989,0.022,-1.0289,3064935000.0,1773477000.0,0.3244,-0.6191,0.6488,0.7929,0.826,Consumer Defensive,0,-17.34460577767767
DLTR,7840300000.0,2789800000.0,1819500000.0,1819500000.0,970300000.0,954300000.0,596700000.0,596700000.0,2.74,2.72,208093996.0,208093996.0,0.3558,0.14800000000000002,0.1237,0.076,0.0591,1160200000.0,969700000.0,596700000.0,0.1217,0.0761,267700000.0,1094000000.0,2771900000.0,1601200000.0,1174800000.0,1170700000.0,190500000.0,794100000.0,-330900000.0,-325000000.0,-597800000.0,-132200000.0,463200000.0,1.3186,0.5097,2.6762641560515705,3.8161,1.607,1.2864,37.6767,2.8675,3.8161,1.607,1.2864,5.626,12.507,5.6258,1.3186,0.0552,1.3308,0.2321,-1.737,2602600000.0,2418400000.0,0.5097,-1.5901,0.0517,-0.0122,0.0546,Consumer Defensive,1,9.765462538153752
GNC,2655006000.0,980240000.0,554882000.0,544942000.0,435298000.0,392804000.0,255872000.0,255872000.0,2.83,2.81,88862489.0,90493000.0,0.3692,0.187,0.1655,0.096,0.0879,495849000.0,439512000.0,255872000.0,0.1479,0.0964,133834000.0,232397000.0,2677800000.0,1921757000.0,898574000.0,756043000.0,56337000.0,303785000.0,-70455000.0,-75487000.0,-321009000.0,-92383000.0,233330000.0,1.5717,0.3384,0.99148778848308,3.357,2.5784,1.4789,29.3394,2.8275,3.357,2.5784,1.4789,8.355,12.736,8.3547,1.5717,0.0603,1.1873,0.209,-1.2506,1152515000.0,2120716000.0,0.3384,-0.7786,-0.0103,-0.0456,-0.0471,Consumer Defensive,0,-31.978784462178673
DF,9503196000.0,1673463000.0,1643797000.0,1664910000.0,8553000.0,-52392000.0,-20296000.0,-20296000.0,-0.22,-0.22,93822743.0,93916656.0,0.1761,0.018000000000000002,0.0009,-0.002,0.0033,172924000.0,8627000.0,-20296000.0,-0.0055,-0.0021,16362000.0,1172596000.0,2769636000.0,2142318000.0,-41015000.0,627318000.0,164297000.0,152946000.0,-121792000.0,-121792000.0,-29888000.0,-400000.0,31154000.0,0.1913,-0.0324,2.6762641560515705,1.6285,0.332,0.1742,101.1875,-0.2161,1.6285,0.332,0.1742,6.68,25.428,6.6795,0.1913,-0.0114,-6.915212,0.173,-0.7413,2388071000.0,2494437000.0,-0.0324,-1.2968,-0.0977,-0.9911,-0.9346,Consumer Defensive,0,-8.073796827353414
HLF,4958600000.0,3975700000.0,1991100000.0,3462200000.0,513500000.0,421300000.0,308700000.0,308700000.0,1.79,1.7,183599734.0,172600000.0,0.8018,0.122,0.1035,0.062,0.0681,606200000.0,513000000.0,308700000.0,0.085,0.0623,645400000.0,366700000.0,2355000000.0,2689400000.0,-665400000.0,-41139500.0,93200000.0,511400000.0,-173700000.0,-201300000.0,-389500000.0,-327600000.0,337700000.0,0.698,-0.9231,2.1055626326964,2.9629,1.957,3.7393,28.7289,1.7885,2.9629,1.957,3.7393,-1.937,11.254,-1.9374,0.698,0.095,1.6566,0.4015,-1.8637,1942400000.0,2214000000.0,-0.9231,-1.0064,0.0295,-0.3098,-0.3016,Consumer Defensive,1,42.682268013023965
TWNK,554695000.0,233932000.0,90983000.0,114465000.0,119467000.0,77197000.0,481433134.1392159,77197000.0,1.4436974522292991,1.4142707006369428,200732020.42437267,195269980.41227823,0.4217,0.09578668770119134,0.2067,0.02231050803592177,0.04279673202614379,1046850616.8635023,114644000.0,495695186.71408576,0.1392,0.01615709188685344,608106015.4050312,1914086893.2047625,8831644483.162626,5880897662.641583,2142454652.2469802,2640653820.768078,7113000.0,108329000.0,-54728000.0,-91393000.0,-9769000.0,7167000.0,529952597.4530776,2.349517826666666,0.09835353691275152,1.4176882504269497,4.266850258503402,1.6516702585034007,11.226095496598637,73.80672281879195,1.5665607785234892,4.250084395973154,1.6440973154362415,11.226095496598637,13.625065850340137,27.141382503401356,28.01018029931972,0.7551,-0.0246,1.4033,0.16399999999999998,-7.6941,5670566200.27009,5822482625.933669,0.09836869798657713,-2.537997986577181,0.13497042176870747,0.11614816326530614,0.0706850612244902,Consumer Defensive,1,4.166662527455388
BUD,39912360000.0,15374950000.0,6623941733.656173,10529209026.087639,4701239999.999997,4176913294.028872,3165898639.999996,3126309534.789122,5.64,5.54,1378612731.1199982,1357136667.8999963,0.6015,0.38,0.3084,0.196,0.2129,6975319999.999995,4984315999.999997,3278711732.522755,0.2489,0.1958,6376899999.999985,19467000000.0,108992449999.99988,73246454407.49065,16864965145.436275,24434214427.899364,1960250000.0000043,5775839999.999995,-2815440000.0,-5588140000.0,-2759109880.7495604,-522375466.529576,3666010000.0,3.8373,0.1844,0.33015082427219,8.7969,6.38,5.1976,29.2709,5.7319,8.7969,6.38,5.1976,31.08,26.04,31.0801,3.8373,0.0502,1.5347,0.3057,-1.2293,41869000000.0,57426000000.0,0.1844,-2.5637,0.1057,-0.2542,-0.2608,Consumer Defensive,1,15.55724047965481
CHGG,304834000.0,93849000.0,114152000.0,158983000.0,-65134000.0,-64572000.0,-64758000.0,-64758000.0,-0.78,-0.78,83849487.0,83205000.0,0.3079,0.056,-0.2108,-0.212,0.0285,17051000.0,-64255000.0,-64758000.0,-0.2118,-0.2124,56117000.0,99131000.0,318127000.0,71084000.0,-269873000.0,247043000.0,81306000.0,68475000.0,-59778000.0,-87350000.0,-1872000.0,-20747000.0,8697000.0,1.9007,-0.2621,0.95821480100714,0.823,0.1045,0.6744,3.6637,-0.7783,0.823,0.1045,0.6744,2.969,2.562,2.9691,1.9007,-0.1129,-1.0574,0.3745,-0.7352,213200000.0,90364000.0,-0.2621,-0.7184,0.1656,-0.2503,-0.2764,Consumer Defensive,0,-3.8571425846644813
AGRO,722966000.0,117641000.0,131559000.0,119582000.0,-1941000.0,21651000.0,11116000.0,11116000.0,0.092,0.091,121742124.0,121742124.0,0.1627,0.34,0.1496,0.015,-0.2553,245797000.0,108123000.0,11036000.0,0.0299,0.0154,113795000.0,991581000.0,1646164000.0,868937000.0,54242000.0,769638000.0,137674000.0,120151000.0,-304704000.0,-300472000.0,73289000.0,-107032000.0,-184553000.0,1.3488,0.0144,0.43918224429644,0.9869,-0.732,0.9347,5.9385,0.0913,0.9869,-0.732,0.9347,6.322,13.326,6.3219,1.3488,0.0115,9.1763,0.182,-2.2132,1622386000.0,1874840000.0,0.0144,-2.5029,-0.0722,0.6944,-1.0353,Consumer Defensive,1,54.01002421651562
CASY,7840255000.0,1222016000.0,857297000.0,988457000.0,233559000.0,193644000.0,126820000.0,126820000.0,3.3,3.26,38488037.0,38488037.0,0.1559,0.047,0.0298,0.016,0.0011,364719000.0,233559000.0,126820000.0,0.0247,0.0162,121641000.0,1778965000.0,2304876000.0,1601612000.0,669386000.0,703264000.0,131160000.0,314160000.0,-305305000.0,-336889000.0,103099000.0,80370000.0,8855000.0,0.3371,0.1803,2.6762641560515705,8.1625,-0.403,3.1605,203.7063,3.295,8.1625,-0.403,3.1605,18.272,56.757,18.2723,0.3371,0.0481,2.4772,0.1093,-2.3277,2184470000.0,2526135000.0,0.1803,-7.9325,0.1409,0.1744,0.1744,Consumer Defensive,1,36.52990079983455
MGPI,313403000.0,28431000.0,20101000.0,11812000.0,16619000.0,25940000.0,23675000.0,22843000.0,1.32,1.32,17642050.0,17305866.0,0.0907,0.125,0.0854,0.073,0.0283,39081000.0,26756000.0,23675000.0,0.0828,0.0755,5641000.0,63881000.0,160215000.0,55850000.0,89454000.0,104365000.0,12325000.0,15812000.0,-6948000.0,1502000.0,-14530000.0,2784000.0,8864000.0,0.8928,0.2268,1.9561401866242,0.9137,0.5122,0.326,18.1096,1.368,0.9137,0.5122,0.326,6.0310000000000015,9.258,6.0306,0.8928,0.0832,0.6922,0.0641,-0.5637,160215000.0,133725000.0,0.2268,-0.4015,0.3386,4.226564000000001,3.563666000000012,Consumer Defensive,1,71.62432048613519
EDU,1138887000.0,687218000.0,493272000.0,493272000.0,193946000.0,241746000.0,215704000.0,215704000.0,1.38,1.37,156695987.0,156033992.0,0.6034,0.251,0.2123,0.189,0.2903,285437000.0,241746000.0,215704000.0,0.2123,0.1894,372081000.0,225335000.0,1603545000.0,577787000.0,654744000.0,1025758000.0,43691000.0,361345000.0,-30757000.0,-344377000.0,-54114000.0,-45573000.0,330588000.0,3.6805,0.2103,0.71023076995033,2.3158,1.4480000000000002,2.3846,7.298999999999999,1.3824,2.3158,1.4480000000000002,2.3846,6.574,10.221,6.5739,3.6805,0.0516,1.6752,0.4331,-0.7040000000000001,1594773000.0,646627000.0,0.2103,-0.1971,0.1938,0.5944,0.5824,Consumer Defensive,1,56.77193253519787
TSN,37580000000.0,2685000000.0,1255000000.0,1255000000.0,1430000000.0,1260000000.0,864000000.0,864000000.0,2.48,2.37,351698308.0,354000000.0,0.0714,0.051,0.037000000000000005,0.023,0.0145,1922000000.0,1392000000.0,856000000.0,0.0335,0.023,438000000.0,5130000000.0,23956000000.0,15052000000.0,5748000000.0,8890000000.0,530000000.0,1178000000.0,-632000000.0,-5588140000.0,1598762540.0,-522375466.529576,546000000.0,0.3636,0.0972,1.568709300384,3.3277,2.148,1.2373,106.1582,2.4407,3.3277,2.148,1.2373,25.113000000000003,33.825,25.113000000000003,0.3636,0.0638,1.3634,0.0334,-1.1925,11974000000.0,15917000000.0,0.0972,-1.7853,0.1387,0.045,0.04,Consumer Defensive,1,34.851487362728164
MKC,4243200000.0,1730200000.0,1122000000.0,1127200000.0,603000000.0,554400000.0,408500000.0,408500000.0,3.37,3.34,129144466.0,129144466.0,0.4078,0.16699999999999998,0.1424,0.096,0.0877,706800000.0,604100000.0,408500000.0,0.1307,0.0963,77300000.0,602700000.0,4414300000.0,2604900000.0,982600000.0,1809400000.0,102700000.0,503600000.0,-131600000.0,-131600000.0,-348900000.0,14300000.0,372000000.0,2.2495,0.2258,0.96123960763881,3.8995,2.88,0.5986,32.8562,3.1631,3.8995,2.88,0.5986,14.011,18.284,14.0107,2.2495,0.0456,1.2328,0.2644,-1.2814,2361300000.0,2446900000.0,0.2258,-1.019,0.0387,0.093,0.0954,Consumer Defensive,1,18.620101774480585
HAIN,2107822000.0,528282000.0,279510000.0,311536000.0,216746000.0,199530000.0,129922000.0,129922000.0,1.33,1.3,100229106.0,97750000.0,0.2506,0.129,0.1062,0.062,0.0679,272118000.0,223896000.0,129922000.0,0.0947,0.0616,123751000.0,310661000.0,2965317000.0,1345450000.0,629618000.0,1619867000.0,48222000.0,184768000.0,-41611000.0,-206236000.0,100821000.0,82488000.0,143157000.0,2.1098,0.0802,0.7108251832772,1.8902,0.532,1.266,21.5634,1.3291,1.8902,0.532,1.266,16.572,12.066,16.5715,2.1098,0.03,1.4221,0.1326,-0.8629,1179467000.0,1499475000.0,0.0802,-0.4257,0.1125,0.3212,0.2434,Consumer Defensive,0,-29.06568253638383
HSY,7421768000.0,3336166000.0,1898284000.0,1943905000.0,1392261000.0,1306043000.0,846912000.0,846912000.0,3.54,3.52,220869509.0,220869509.0,0.4495,0.21600000000000005,0.1872,0.114,0.064,1601107000.0,1389575000.0,846912000.0,0.17600000000000002,0.1141,374854000.0,2151901000.0,5622870000.0,4103340000.0,5860784000.0,1455062000.0,211532000.0,844377000.0,-369177000.0,-862573000.0,-719302000.0,-522375466.529576,475200000.0,3.0929,0.5820000000000001,1.3199252339108,3.823,2.151,1.6972,33.6025,3.8344,3.823,2.151,1.6972,6.587999999999999,20.533,6.5879,3.0929,0.0341,0.997,0.2558,-1.7453,4535074000.0,4402391000.0,0.5820000000000001,-1.6715,0.0169,0.0372,0.0405,Consumer Defensive,0,-11.837408601958439
PFGC,13685700000.0,1697200000.0,1581600000.0,1667000000.0,30200000.0,30200000.0,15500000.0,15500000.0,0.18,0.18,102583161.0,86868452.0,0.124,0.018000000000000002,0.0085,0.001,0.0023,249000000.0,116300000.0,15500000.0,0.0022,0.0011,20400000.0,569900000.0,3239800000.0,2805700000.0,-154000000.0,434100000.0,132700000.0,119700000.0,-88000000.0,-93400000.0,-35100000.0,-8800000.0,31700000.0,0.1257,0.0357,2.6762641560515705,1.3779,0.871,0.2348,157.5451,0.1784,1.3779,0.871,0.2348,4.997,26.875,4.9972,0.1257,0.0374,7.7226,0.1156,-0.6631,2334600000.0,2720600000.0,0.0357,-1.013,0.0723,0.0256,-0.7367,Consumer Defensive,1,21.789470471833887
UN,39912360000.0,15374950000.0,821473.6,3914737.96,4701239999.999997,4176913294.028872,3165898639.999996,3126309534.789122,2.2034,2.1671,200732020.42437267,195269980.41227823,1.0,0.2421,0.1709,0.1295,0.1273,6975319999.999995,4984315999.999997,3278711732.522755,0.1508,0.1068,608106015.4050312,1914086893.2047625,8831644483.162626,5880897662.641583,2142454652.2469802,2640653820.768078,1733656174.3341,5775839999.999995,-2041162227.6029,-412832929.7821,-2759109880.7495604,14527845.0363,3666010000.0,2.349517826666666,0.09835353691275152,1.4176882504269497,4.266850258503402,1.6516702585034007,11.226095496598637,73.80672281879195,1.5665607785234892,4.250084395973154,1.6440973154362415,11.226095496598637,13.625065850340137,27.141382503401356,28.01018029931972,2.3304,0.0564,1.5189,0.0,-1.1774,5670566200.27009,5822482625.933669,0.09836869798657713,-2.537997986577181,0.13497042176870747,0.11614816326530614,0.0706850612244902,Consumer Defensive,1,15.25556762660295
CHEF,832709000.0,205158000.0,172148000.0,172143000.0,33015000.0,24848000.0,14215000.0,14215000.0,0.58,0.57,25057511.0,24638135.0,0.2464,0.05,0.0396,0.017,-0.0173,41258000.0,33015000.0,14215000.0,0.0298,0.0171,3328000.0,47938000.0,376193000.0,229399000.0,49271000.0,146794000.0,8243000.0,9797000.0,-24206000.0,-23673000.0,-2698000.0,-16686000.0,-14409000.0,0.6629,0.0968,2.2135154029979,0.3976,-0.5848,0.1351,33.7976,0.5770000000000001,0.3976,-0.5848,0.1351,5.957999999999998,9.816,5.957999999999998,0.6629,0.0263,0.6892,0.2067,-2.9366,241842000.0,304990000.0,0.0968,-0.9825,0.1903,-0.0973,-0.0973,Consumer Defensive,0,-26.970226822499164
PRMW,106322000.0,27870000.0,18969000.0,34609000.0,-6739000.0,-13467000.0,-13467000.0,-13467000.0,-0.55,-0.55,24530299.0,24339000.0,0.2621,0.033,-0.0672,-0.127,0.0112,3513000.0,-7142000.0,-13467000.0,-0.1267,-0.1267,609699.9999999998,37809000.0,65748000.0,43474000.0,-263304000.0,22274000.0,10655000.0,8423000.0,-7228000.0,-7228000.0,-733000.0,101000.0,1195000.0,0.9944,-0.6046,1.6171138285575,0.3461,0.049,0.042932,4.3684,-0.5533,0.3461,0.049,0.042932,0.915,2.313,0.9152,0.9944,-0.1276,-0.6255,0.1784,-0.6784,56296000.0,63169000.0,-0.6046,-0.297,0.2201,-0.1371,-0.525,Consumer Defensive,1,85.18517782658735
FRPT,86764112.0,42218475.0,48298791.0,48298791.0,-6080316.0,-131238140.0,-131279893.0,-131279893.0,-9.63,-9.63,33467676.0,13632042.0,0.4866,-1.385,-1.4594,-1.513,-0.287,-62411800.0,-91950040.0,-37339017.0,-1.5126,-1.5131,36259252.0,57825961.0,112461860.0,9069161.0,-184857651.0,103392699.0,6424813.0,-8026302.0,-16877437.0,-16877437.0,58718237.0,33814498.0,-24903739.0,6.5806,-1.2697,0.77149810611349,-0.5888,-1.8269,2.6599,6.3647,-9.6302,-0.5888,-1.8269,2.6599,7.585,8.25,7.5845,6.5806,-0.5645,0.0611,0.5567,-2.6269,112461860.0,67133447.0,-1.2697,-1.2381,0.5526,-3.684956,0.5293,Consumer Defensive,0,-48.54545593261719
FMX,17865794113.6579,7471246439.7125,5375016953.7502,5375016953.7502,2096229485.9623,1556625525.5663,1132578326.3258,1132578326.3258,0.5629,0.5629,146560271.9382,146560271.9382,0.4182,0.0102,0.1126,0.0043,0.1006,2690153261.9015,2011053845.1105,1534653465.3465,0.0871,0.0634,2407229079.0723,5128780686.2878,25510172250.1017,9904448664.0445,9977078529.7708,11560626610.6063,679099416.791,2934626339.3463,-1137664451.3766,-1058456530.5846,-629865726.2987,768053239.9999998,1796961887.9696,0.7221,0.098,0.70034000313685,37.53620799999999,9.985,167.6213619999999,545.976,14.38077399999997,38.533075,9.985,167.6213619999999,53.4923,86.1804,345.6795239999999,0.7221,0.0064,2.5911,0.3009,-1.6753,18625118676.2512,18954835209.5484,0.098,-31.92555,-0.1113,-0.0634,-0.0921,Consumer Defensive,1,9.702583748073165
CLX,5514000000.0,2356000000.0,1254000000.0,1369000000.0,987000000.0,863000000.0,558000000.0,558000000.0,4.31,4.23,128587250.0,129558000.0,0.4273,0.207,0.1752,0.101,0.1143,1143000000.0,966000000.0,558000000.0,0.1565,0.1012,329000000.0,977000000.0,4258000000.0,4104000000.0,1739000000.0,154000000.0,177000000.0,767000000.0,-137000000.0,-138000000.0,-592000000.0,30000000.0,630000000.0,2.1315,0.7597259999999966,1.2949741662752,5.9201,4.463,2.5394,42.5601,4.307,5.9201,4.463,2.5394,1.189,19.651,1.1887,2.1315,0.0472,1.3746,0.2274,-0.774,2546000000.0,2892000000.0,0.7600679999999989,-1.0574,-0.0146,-0.0072,0.0175,Consumer Defensive,1,25.434918165978083
VGR,1591315000.0,494255000.0,279342000.0,281817000.0,212438000.0,70021000.0,36856000.0,36856000.0,0.276,0.276,139274975.0,139274975.0,0.3106,0.161,0.1452,0.023,0.0528,255511000.0,231012000.0,49114000.0,0.044,0.0232,326365000.0,84112000.0,1423254000.0,1443934000.0,-97009000.0,-41139500.0,24499000.0,107376000.0,-23400000.0,-221434000.0,205957000.0,91899000.0,83976000.0,1.4613,-0.3695,1.1180822256604,0.7709999999999999,0.633,2.3433,11.4257,0.2646,0.7709999999999999,0.633,2.3433,-0.716,8.281,-0.7163,1.4613,0.0165,2.9134,0.1755,-0.9551,1153282000.0,1527844000.0,-0.3695,-0.168,0.5796,0.1962,0.9107,Consumer Defensive,1,26.66844301404521
SPB,4634700000.0,1692200000.0,1181000000.0,1264800000.0,427400000.0,79300000.0,-10300000.0,-83900000.0,-3.1630000000000003,-3.1630000000000003,33313549.0,33313549.0,0.3651,0.116,0.0816,-0.018000000000000002,0.1356,536300000.0,378100000.0,101700000.0,0.0171,-0.0022,1137359000.0,206799000.0,23590888000.0,21925312000.0,-128083000.0,895441000.0,158200000.0,704100000.0,-75500000.0,-1941900000.0,666000000.0,51800000.0,628600000.0,0.5821,-0.0071,0.19646144731813,21.1355,11.134759999999979,39.5995,139.1236,-0.3092,21.1355,11.550999999999998,39.5995,43.274,398.1226679999993,43.2737,0.5821,-0.0391,-6.915212,0.2548,-0.4772,25891700000.0,29730300000.0,-0.0071,-2.2663,-0.2553,-0.4213,-0.4204,Consumer Defensive,0,-0.5686623883306023
