,Revenue,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBIT Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,priceToSalesRatio,returnOnEquity,assetTurnover,currentRatio,quickRatio,cashRatio,Price to Sales Ratio,Earnings Yield,Income Quality,Capex to Depreciation,Tangible Asset Value,Net Current Asset Value,Invested Capital,ROE,Gross Profit Growth,Operating Income Growth,Operating Cash Flow growth,Sector,Class,2016 PRICE VAR [%]
STZ,6028000000.0,2578600000.0,1078400000.0,1078400000.0,1500200000.0,1182700000.0,839300000.0,839300000.0,4.4,4.17,193472968.0,192722000.0,0.4278,0.2522,0.06,1722400000.0,1520400000.0,836200000.0,0.1962,0.1392,110100000.0,110100000.0,2910800000.0,2681600000.0,15093000000.0,1130700000.0,9211700000.0,5277500000.0,5770700000.0,634400000.0,202000000.0,1081000000.0,-719400000.0,-1015900000.0,-16400000.0,46200000.0,361600000.0,3.7225,0.1454,0.39939044590207,2.574,0.62704519324312,0.09737330856991197,3.7225,0.0379,1.288,-3.5614,5703800000.0,-6300900000.0,11759500000.0,0.1454,0.2947,0.8854,0.3084,Consumer Defensive,1,10.019642382905298
AVP,6160500000.0,3715100000.0,3543200000.0,3623800000.0,91300000.0,-329700000.0,-370686900.0,-375324950.0,-2.6,-2.6,435398380.0,435200000.0,0.6031,-0.034,0.0045,-83100000.0,-209200000.0,-369853960.0,-0.0535,-0.1865,686900000.0,686900000.0,2341100000.0,766900000.0,3870400000.0,2195100000.0,4926800000.0,2448100000.0,-54196236.080000006,1365700000.0,126100000.0,112100000.0,-84200000.0,138300000.0,-445500000.0,-275800000.0,27900000.0,0.2862,0.9968170000000012,1.5916959487391,1.067,0.51473736959592,0.31292424035351,0.2862,-0.642,-0.0976,-0.6677,3778100000.0,-2585700000.0,3101800000.0,0.9972699999999972,-0.1995,-0.6903,-0.6884,Consumer Defensive,1,24.137936720077523
HMHC,1416059000.0,591878000.0,681124000.0,707929000.0,-116051000.0,-153509000.0,-133869000.0,-133869000.0,-0.98,-0.98,134299959.0,136760107.0,0.418,-0.0856,0.1874,175354000.0,-121255000.0,-133869000.0,-0.1084,-0.0945,234257000.0,432403000.0,882825000.0,149680000.0,3121950000.0,506608000.0,1923629000.0,-1550013960.0,1198321000.0,318359000.0,296609000.0,348359000.0,-82987000.0,-676787000.0,106104000.0,-222324000.0,265372000.0,2.0656,-0.1117,0.4535815756178,1.743,1.3590428891766,0.4624028834917701,2.0656,-0.045,-2.6022,-0.2798,1425922000.0,-1040804000.0,1462340000.0,-0.1117,0.0795,-0.3587,-0.2906,Consumer Defensive,0,-46.99559968040028
POST,4648200000.0,1174400000.0,734100000.0,961700000.0,212700000.0,-167300000.0,-115300000.0,-132300000.0,-2.33,-2.33,54852040.0,56700000.0,0.2527,0.0194,0.0739,363000000.0,90200000.0,-115300000.0,-0.036000000000000004,-0.0248,860200000.0,860200000.0,1772800000.0,1333200000.0,9163900000.0,611000000.0,6187900000.0,-421000000.0,2976000000.0,329800000.0,272800000.0,451600000.0,-107900000.0,-1248700000.0,1372400000.0,573000000.0,343700000.0,0.6974,-0.0387,0.5072294547081501,2.901,2.007201309329,1.4078559738134,0.6974,-0.0394,-3.4135,-0.3955,3121800000.0,-4415100000.0,6121500000.0,-0.0387,0.8905,1.8746,1.4664,Consumer Defensive,1,32.85407638334159
EL,10780000000.0,8680000000.0,6376499999.999994,7074000000.0,1606000000.0,1556000000.0,1089000000.0,1089000000.0,2.87,2.82,378398381.0,379300000.0,0.8052,0.1499,0.1364,2025000000.0,1616000000.0,1094000000.0,0.1443,0.101,1021400000.0,1525100000.0,4183600000.0,1490200000.0,8226900000.0,2129800000.0,4572600000.0,7004100000.0,3643200000.0,1464600000.0,409000000.0,1943000000.0,-473000000.0,-1616000000.0,-895000000.0,-608000000.0,1470000000.0,3.0419,0.2989,1.3103356063645,1.964,1.2675368579209,0.47957554699972,3.0419,0.0331,1.7842,-1.1565,6755500000.0,-389000000.0,5229200000.0,0.2989,-0.0148,-0.1213,0.2656,Consumer Defensive,0,-11.040689591045961
LW,6916164782.688292,691700000.0,1091504005.6797535,262900000.0,428800000.0,555016367.4062196,418905415.75362796,423329790.78664505,1.2317095808383234,1.2059760479041914,197552637.50026807,176607453.40967754,0.37592210263534276,0.021253188723459035,0.054478859756097564,960118858.4198039,455500000.0,437482355.38047916,0.001194488027428113,-0.019850422503453213,27000000.0,27000000.0,724700000.0,926800000.0,1930000000.0,317400000.0,665000000.0,2176332300.8595204,1265000000.0,85300000.0,222850522.849911,302600000.0,-104900000.0,-106400000.0,-203600000.0,-17904423.157186493,472814120.740193,2.729066682926829,0.06890503067484667,0.0,2.2832388153749,0.6137366099558901,0.085066162570888,2.729066682926829,0.010552963414634143,1.3554721707317083,-1.3535676829268293,1776500000.0,59700000.0,5601668696.047685,0.06889877300613485,0.0,0.0,0.0,Consumer Defensive,1,24.79392887988509
FLO,3748973000.0,1798340000.0,1368289000.0,1522945000.0,275395000.0,268054000.0,175739000.0,175739000.0,0.84,0.82,209926990.0,209683000.0,0.4797,0.079,0.0714,425303000.0,296342000.0,175739000.0,0.0715,0.0469,7523000.0,7523000.0,460563000.0,807458000.0,2408974000.0,315553000.0,1285930000.0,809068000.0,1123044000.0,138414000.0,128961000.0,315183000.0,-47475000.0,-34526000.0,-281664000.0,-1007000.0,267708000.0,1.0589,0.1565,1.5562529940131995,1.46,0.77145202232272,0.023840686033725,1.0589,0.0444,1.7935,-0.3681,1481045000.0,-825367000.0,1921405000.0,0.1565,0.0216,-0.1785,0.1653,Consumer Defensive,0,-3.4623021197772257
PPC,8752672000.0,1298724000.0,231838000.0,237592000.0,1061132000.0,984266000.0,645914000.0,645914000.0,2.5,2.5,255145196.0,258442000.0,0.1484,0.1178,0.0965,1204632000.0,1030815000.0,662972000.0,0.1125,0.0738,439638000.0,439638000.0,1746224000.0,1368201000.0,3318443000.0,846960000.0,2056633000.0,-261252000.0,1258856000.0,328194000.0,173817000.0,1020380000.0,-175652000.0,-549184000.0,-585005000.0,-118073000.0,844728000.0,0.6568,0.5131,2.4435199560559515,2.062,0.93428261074903,0.51907764239161,0.6568,0.111,1.5797,-1.0106,3114425000.0,-310409000.0,2842148000.0,0.5131,-0.0683,-0.118,-0.0434,Consumer Defensive,0,-3.0735095947814326
DLTR,8602200000.0,3034000000.0,1993800000.0,1993800000.0,1040200000.0,954200000.0,599200000.0,599200000.0,2.91,2.9,205654319.0,205654319.0,0.3527,0.1202,0.0719,1240200000.0,1034300000.0,599200000.0,0.1109,0.0697,864100000.0,864100000.0,1994600000.0,1210500000.0,3492700000.0,861600000.0,1707700000.0,1774000000.0,1785000000.0,428000000.0,205900000.0,942800000.0,-324000000.0,-315000000.0,-30600000.0,596400000.0,618800000.0,1.7268,0.3357,2.4435199560559515,2.315,1.0029015784587,1.0029015784587,1.7268,0.0403,1.5734,-1.5736,3326900000.0,286900000.0,2283900000.0,0.3357,0.0875,0.07200000000000001,0.1873,Consumer Defensive,0,-2.0682620275506247
GNC,2683298000.0,984643000.0,567296000.0,588049000.0,396594000.0,342171000.0,219299000.0,219299000.0,2.61,2.6,82653778.0,83927000.0,0.3670000000000001,0.1465,0.115,450344000.0,393107000.0,219299000.0,0.1275,0.0817,56462000.0,56462000.0,792863000.0,230535000.0,2554407000.0,277711000.0,2085846000.0,1058148000.0,468561000.0,121062000.0,57237000.0,354533000.0,-45827000.0,-45649000.0,-384458000.0,-77372000.0,308706000.0,0.9555,0.468,1.0504582864046,2.855,0.7163850189585601,0.20331207622312,0.9555,0.0841,1.6167,-0.8007,1065311000.0,-1292983000.0,2180316000.0,0.468,0.0045,-0.0889,0.1671,Consumer Defensive,0,-63.22571162219307
BTI,19327433628.3186,14554530625.83416,870456.5655139999,8132743362.8319,4374394599.406565,3811930623.145408,2945109999.999978,2984166824.925854,3.4056,3.3968,1240626191.4000022,176607453.40967754,0.7685,0.4244,0.3745,6932283261.231259,4558338241.042354,3112309351.409623,0.4291,0.3274,2895000000.0,3255000000.0,14475000000.0,4456000000.0,46002000000.0,13283000000.0,38580000000.0,6355000000.0,7218000000.0,2163199644.0225,631268436.5782,5535029999.999994,-727138643.0678,-5567929200.0,-323008849.5575,351032448.3776,3579950000.0000076,8.4345,0.8766,0.42014333351416,1.0897387638335,0.61590002258526,0.21794775276669,8.4345,0.0617,1.2587,-1.1519,8934959.84,-24105000000.0,5601668696.047685,0.8766,0.09869090909090908,0.1832569696969697,0.28966379393939373,Consumer Defensive,1,11.74974257401836
DF,8121661000.0,1974409000.0,1729641000.0,1881048000.0,93361000.0,-13737000.0,-8508000.0,-8508000.0,-0.09,-0.09,91357395.0,93298467.0,0.2431,0.0065,0.0325,229960000.0,53076000.0,-8508000.0,-0.0017,-0.001,60734000.0,60734000.0,1077563000.0,1174137000.0,2520163000.0,761895000.0,1974659000.0,-49523000.0,545504000.0,18414000.0,176884000.0,408153000.0,-144047000.0,-146247000.0,-215896000.0,44372000.0,264106000.0,0.1929,-0.0156,2.4435199560559515,1.414,0.93699263021807,0.079714396340703,0.1929,-0.0052,-6.936654,-0.8144,2283086000.0,-897096000.0,2295030000.0,-0.0156,0.1798,3.5334,1.6686,Consumer Defensive,1,30.65849166232736
HLF,4469000000.0,3613000000.0,1784500000.0,3029400000.0,583600000.0,486400000.0,339100000.0,339100000.0,2.055,1.985,185069104.0,165200000.0,0.8085,0.1313,0.123,684900000.0,586900000.0,339100000.0,0.1088,0.0759,889800000.0,889800000.0,1566300000.0,339200000.0,2477900000.0,1024400000.0,2531400000.0,-326300000.0,-53500000.0,723800000.0,98000000.0,628700000.0,-79000000.0,-73400000.0,-250000000.0,244400000.0,549700000.0,1.1102,-1.607726,1.8035433229751,1.529,0.93684107770402,0.8686060132760601,1.1102,0.0767,1.854,-0.8061,2075900000.0,-965100000.0,1783700000.0,-1.60826,-0.0912,0.1365,0.2294,Consumer Defensive,0,-12.361188563269597
TWNK,620815000.0,262203000.0,92982000.0,106295000.0,155908000.0,84253000.0,77197000.0,84253000.0,0.86,0.86,46875000.0,176607453.40967754,0.4224,0.2163,0.0966,121757000.0,134264000.0,81464000.0,0.1357,0.1392,27000000.0,27000000.0,151000000.0,153000000.0,2848000000.0,104000000.0,1616000000.0,-16000000.0,897000000.0,58504000.0,9836000.0,132972000.0,-27267000.0,17880000.0,-296002000.0,-145150000.0,53601000.0,1.1105,-0.1354,0.21798279494382,1.82,1.1153846153846,0.25961538461538003,1.1105,-0.0315,2.1935,-2.1807,8934959.84,-1465000000.0,1346764000.0,-0.1354,0.1209,0.305,0.2275,Consumer Defensive,1,30.0
BUD,32578800000.000015,14554530625.83416,6376499999.999994,9820627155.265985,4374394599.406565,3811930623.145408,2945109999.999978,2984166824.925854,5.05,4.96,1240626191.4000022,1209503567.3304286,0.6021,0.3253,0.2272,6932283261.231259,4558338241.042354,3112309351.409623,0.2523,0.1921,5544279999.999984,6978000000.0,18294000000.0,18952000000.0,100579249999.99992,22428295870.000042,64216210563.79823,16253868239.765818,22579866913.51845,3628000000.0,1967800000.000002,5535029999.999994,-2646509537.2378783,-4930000000.0,-2307700000.0,-90000000.0,3579950000.0000076,4.6682,0.1963,0.31985739220856,0.643,0.43372223784088,0.24328788304751,4.6682,0.0404,1.7069,-1.3755,39897000000.0,-39066714560.0,53984000000.0,0.1963,-0.0841,-0.1157,-0.0016,Consumer Defensive,0,-10.9270917672808
CHGG,301373000.0,111524000.0,109291000.0,169224000.0,-57700000.0,-57731000.0,-59210000.0,-59210000.0,-0.68,-0.68,87883862.0,86818000.0,0.3701,-0.1907,-0.0079,-2420000.0,-57484000.0,-59210000.0,-0.1916,-0.1965,67029000.0,84829000.0,132835000.0,49699000.0,291356000.0,56111000.0,60281000.0,-329083000.0,231075000.0,50251000.0,55064000.0,-82000.0,-2290000.0,8271000.0,2723000.0,10912000.0,-2372000.0,1.9625,-0.2562,1.0343806202721,2.367,1.7462886065121002,1.1945786031258998,1.9625,-0.101,0.0014,-0.0416,191190000.0,72554000.0,68050000.0,-0.2562,0.1883,0.1141,-1.0012,Consumer Defensive,1,18.269236941309604
AGRO,674314000.0,116528000.0,118693000.0,87627000.0,28901000.0,-13547000.0,-5593000.0,-5593000.0,-0.046,-0.046,120978527.0,120978527.0,0.1728,0.1533,0.0257,207744000.0,103343000.0,-4351000.0,-0.0201,-0.0083,198894000.0,198894000.0,539382000.0,696889000.0,1355394000.0,323769000.0,827975000.0,48795000.0,520084000.0,28439000.0,104401000.0,145186000.0,-127857000.0,-125051000.0,92413000.0,112548000.0,17329000.0,2.2049,-0.0108,0.49750404679377,1.666,1.1295090017883,0.61430834947138,2.2049,-0.0037,-6.936654,-1.2247,1338733000.0,-288593000.0,1539409000.0,-0.0108,-0.0095,3.5334,0.2084,Consumer Defensive,0,-12.846345529581521
CASY,7767216000.0,1439785000.0,960424000.0,1116535000.0,323250000.0,282025000.0,180628000.0,180628000.0,4.66,4.62,38851450.0,38851450.0,0.1854,0.0416,-0.0012,479361000.0,323250000.0,180628000.0,0.0363,0.0233,48541000.0,48541000.0,305260000.0,2019364000.0,2469965000.0,364889000.0,1594736000.0,818955000.0,875229000.0,122914000.0,156111000.0,348645000.0,-357986000.0,-399143000.0,-22602000.0,-73100000.0,-9341000.0,0.4111,0.2064,2.4435199560559515,0.8370000000000001,0.19499080542302,0.13302949664144,0.4111,0.0567,1.9302,-2.2932,2342919000.0,-1289476000.0,2783132000.0,0.2064,0.1782,0.384,0.1098,Consumer Defensive,1,3.6472425947938327
MGPI,327604000.0,58533000.0,25683000.0,25683000.0,32850000.0,38418000.0,26191000.0,25318000.0,1.48,1.48,16681776.0,17123556.0,0.1787,0.1189,-0.0362,51334000.0,38952000.0,26191000.0,0.1173,0.0799,747000.0,747000.0,91180000.0,83554000.0,194310000.0,37661000.0,78150000.0,113531000.0,116160000.0,11085000.0,12382000.0,18662000.0,-30526000.0,-30526000.0,6970000.0,-4894000.0,-11864000.0,1.3214,0.2255,1.6859863105347,2.421,0.83420514590691,0.01983484240992,1.3214,0.057,0.7371,-2.4654,194310000.0,13030000.0,189362000.0,0.2255,1.0588,0.9767,0.1802,Consumer Defensive,1,104.882896031619
EDU,1246766000.0,720446000.0,566917000.0,566917000.0,153529000.0,219234000.0,193013000.0,193013000.0,1.23,1.23,157758666.0,156438606.0,0.5779,0.1758,0.2571,266504000.0,219234000.0,192718000.0,0.1758,0.1548,532242000.0,1132177000.0,1348880000.0,231463000.0,1951537000.0,725232000.0,727693000.0,824015000.0,1220348000.0,705349000.0,47270000.0,374145000.0,-53580000.0,-173417000.0,-44297000.0,159705000.0,320565000.0,3.0318,0.1582,0.6388636239026,1.86,1.5739542656695,0.73389205109537,3.0318,0.0513,1.9384,-1.1335,1932162000.0,621187000.0,674688000.0,0.1582,0.0484,-0.2084,0.0354,Consumer Defensive,1,42.954157359070216
TSN,32578800000.000015,3917000000.0,1748000000.0,1748000000.0,2169000000.0,1917000000.0,1220000000.0,1220000000.0,3.06,2.95,374369945.0,405000000.0,0.0947,0.0534,0.0415,2921000000.0,2210000000.0,1224000000.0,0.0463,0.0295,688000000.0,688000000.0,5381000000.0,5176000000.0,22969000000.0,3535000000.0,13263000000.0,6813000000.0,9691000000.0,1158000000.0,711000000.0,2570000000.0,-854000000.0,-270000000.0,-2035000000.0,250000000.0,1716000000.0,0.4064,0.1259,1.8012538639035,1.5219999999999998,0.65289957567185,0.19462517680339,0.4064,0.0681,2.1066,-1.2011,11134000000.0,-7882000000.0,13601000000.0,0.1259,0.4588,0.5168,1.1817,Consumer Defensive,1,17.683156459555608
MKC,4296300000.0,1737300000.0,1127400000.0,1188900000.0,548400000.0,496200000.0,364900000.0,364900000.0,3.14,3.11,128046885.0,128046885.0,0.4044,0.1279,0.1075,655400000.0,549500000.0,364900000.0,0.1155,0.0849,112600000.0,112600000.0,1357400000.0,618400000.0,4472600000.0,1238600000.0,2785700000.0,1036700000.0,1686900000.0,483700000.0,105900000.0,590000000.0,-128000000.0,-338900000.0,-199600000.0,35300000.0,462000000.0,2.5608,0.2163,0.96058221168895,1.096,0.4584207976747899,0.090909090909091,2.5608,0.0365,1.6169,-1.2087,2341200000.0,-1428300000.0,2384400000.0,0.2163,0.0041,-0.0905,0.1716,Consumer Defensive,1,12.741085740161749
COT,2102800000.0,276500000.0,213700000.0,260800000.0,15700000.0,-50600000.0,10800000.0,10000000.0,0.11,0.1,93022420.0,93777000.0,0.1315,-0.0052,0.0023,99800000.0,-10900000.0,16400000.0,-0.0241,0.0051,86200000.0,86200000.0,703500000.0,864500000.0,3073200000.0,653000000.0,2375500000.0,158100000.0,542000000.0,0.0,110700000.0,56700000.0,-51800000.0,-850300000.0,835700000.0,39000000.0,4900000.0,0.3057,0.0199,0.6842379278927501,1.077,0.60015313935681,0.13200612557427,0.3057,0.0159,5.67,-0.4679,1571600000.0,-1672000000.0,2606700000.0,0.0199,0.004,-0.8220000000000001,-0.634,Consumer Defensive,1,4.963288093336474
HAIN,2609613000.0,562855000.0,302827000.0,328993000.0,233862000.0,213497000.0,164962000.0,164962000.0,1.62,1.6,102598538.0,101703000.0,0.2157,0.0918,0.0515,296850000.0,239470000.0,164962000.0,0.0818,0.0632,166922000.0,166922000.0,928795000.0,353664000.0,3099408000.0,391355000.0,1371741000.0,753963000.0,1727667000.0,85633000.0,57380000.0,185482000.0,-51217000.0,-151300000.0,17167000.0,43171000.0,134265000.0,2.5893,0.0955,0.8419714345449201,2.373,1.0988233189815,0.42652323338146,2.5893,0.0246,1.1244,-0.8926,1317338000.0,-442946000.0,1602944000.0,0.0955,0.0654,0.079,0.0039,Consumer Defensive,0,-1.8607032183786107
HSY,7386626000.0,3382675000.0,1969308000.0,2344916000.0,1037759000.0,901847000.0,512951000.0,512951000.0,2.19,2.19,216793284.0,216793284.0,0.4579,0.1364,0.1219,1252548000.0,1007620000.0,512951000.0,0.1221,0.0694,346529000.0,346529000.0,1848598000.0,2240460000.0,5344371000.0,2217912000.0,4296909000.0,5897603000.0,997997000.0,880210000.0,244928000.0,1256311000.0,-355605000.0,-477255000.0,-797017000.0,-28325000.0,900706000.0,2.62,0.514,1.3821319665121,0.833,0.4263478442787601,0.1562410952283,2.62,0.0245,2.4492,-1.4519,4280814000.0,-2448311000.0,4136900000.0,0.514,0.0139,-0.2546,0.4879,Consumer Defensive,1,20.48078624041033
BGS,848017000.0,247771000.0,93033000.0,139879000.0,107892000.0,63777000.0,40956000.0,40956000.0,0.76,0.76,53663697.0,53663697.0,0.2922,0.1301,0.0945,137784000.0,110350000.0,40956000.0,0.0752,0.0483,1490000.0,1490000.0,196519000.0,116197000.0,1649353000.0,92692000.0,1311358000.0,238143000.0,337995000.0,35890000.0,27434000.0,99126000.0,-19025000.0,-173302000.0,71619000.0,-2617000.0,80101000.0,1.8314,0.1212,0.51415130660326,2.12,0.6194169939153299,0.01607474215682,1.8314,0.0263,2.4203,-0.6935,331034000.0,-1114839000.0,1262709000.0,0.1212,0.02,-0.2994,-0.1374,Consumer Defensive,1,34.496164402354914
PFGC,15270000000.0,1848300000.0,1688200000.0,1751700000.0,96600000.0,96600000.0,56500000.0,56500000.0,0.65,0.64,102583161.0,86874727.0,0.121,0.0119,0.002,303600000.0,182300000.0,56500000.0,0.0063,0.0037,29400000.0,29400000.0,1882800000.0,594700000.0,3353500000.0,1277000000.0,2860500000.0,-97500000.0,493000000.0,241900000.0,121300000.0,127400000.0,-97100000.0,-100700000.0,-22800000.0,3900000.0,30300000.0,0.1257,0.1146,2.4435199560559515,1.474,0.77838684416601,0.023022709475333,0.1257,0.0374,2.2549,-0.8005,2522500000.0,-977700000.0,2765000000.0,0.1146,0.08900000000000001,2.1987,0.0643,Consumer Defensive,1,7.09504758328458
UN,32578800000.000015,14554530625.83416,870456.5655139999,3841463.1399999997,4374394599.406565,3811930623.145408,2945109999.999978,2984166824.925854,1.8784,1.8675,1240626191.4000022,176607453.40967754,1.0,0.1479,0.1429,6932283261.231259,4558338241.042354,3112309351.409623,0.129,0.0921,2499457111.835,3407166123.7785,13774158523.3442,12006514657.9805,56783930510.3149,21736156351.7915,39322475570.0326,16253868239.765818,16763300760.0434,1565689467.9696,1487513572.2041,5535029999.999994,-1889250814.3322,-3842562432.139,-2307700000.0,668325000.0,3579950000.0000076,2.3304,0.318,1.0186240391602,0.6884,0.39672311304261,0.11499075877916,2.3304,0.0434,1.9049,-1.2701,29575461454.9403,-25548317046.6884,21238870792.6167,0.318,-0.0136,-0.0022,0.0678,Consumer Defensive,1,0.33785162166113064
CHEF,1046878000.0,268711000.0,228311000.0,228016000.0,40695000.0,27711000.0,16209000.0,16209000.0,0.63,0.63,26290896.0,25532172.0,0.2567,0.0389,0.0154,56108000.0,40695000.0,16209000.0,0.0265,0.0155,2454000.0,2454000.0,228515000.0,54283000.0,579803000.0,103144000.0,391839000.0,65480000.0,187964000.0,31990000.0,15413000.0,37727000.0,-21656000.0,-129300000.0,91046000.0,-874000.0,16071000.0,0.4332,0.0862,1.8055753419696,2.215,1.2273423563174,0.023791980144264,0.4332,0.0365,2.3275,-1.405,287265000.0,-163324000.0,455282000.0,0.0862,0.3098,0.2326,2.8509,Consumer Defensive,0,-0.6913869122075349
PRMW,126951000.0,34475000.0,19128000.0,30335000.0,4140000.0,1857000.0,1857000.0,1857000.0,0.07,0.07,25783433.0,25190000.0,0.2716,0.0303,0.0457,14276000.0,3844000.0,1857000.0,0.0146,0.0146,1826000.0,1826000.0,20179000.0,36051000.0,64487000.0,15914000.0,38352000.0,-261447000.0,26135000.0,3748000.0,10432000.0,13554000.0,-7750000.0,-7750000.0,-4044000.0,1331000.0,5804000.0,1.6248,0.0711,1.9686293361453,1.268,0.81211511876335,0.11474173683549,1.6248,0.0088,7.2989,-0.7429,56413000.0,-18173000.0,58748000.0,0.0711,0.237,1.6143,0.6092,Consumer Defensive,1,50.85994121664235
FRPT,116186372.0,54649142.0,58296814.0,58296814.0,-3647672.0,-3653296.0,-3710812.0,-3710812.0,-0.11,-0.11,33512774.0,33497940.0,0.4704,-0.0275,-0.2175,4374806.0,-3198729.0,-3710812.0,-0.0314,-0.0319,8029413.0,11279413.0,25393210.0,82793007.0,113097574.0,9147514.0,9147514.0,-188568463.0,103950060.0,2478871.0,7573535.0,6738817.0,-32010405.0,-35260405.0,291749.0,-28229839.0,-25271588.0,2.4489,-0.0357,1.0273109129644,2.776,2.0016511589925,0.8777699602318199,2.4489,-0.013,-1.816,-4.2266,113097574.0,16245696.0,95920647.0,-0.0357,0.2944,0.4001,1.8396,Consumer Defensive,1,21.41148367659716
